"","ans_id","V000","V001","V002_1","V002_2","V002_3","V002_4","V002_o","V002_o1","V003_1","V004_1","V006_1","V006_2","V006_3","V006_4","V006_5","V006_o","V006_o1","V007","V008","V009","V010","V010_o","V011_1","V012_1","V013_1","V015","Leeftijd","Leeftijd_cat","Geslacht","Postcode"
"308",25180,1,2,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",1,3,2,1,"",NA,NA,NA,"Geen geloof de plus als ze aangeven dat ze fair trade zijn",63,3,2,7605
"309",28691,1,2,0,0,0,1,0,"",3,1,1,0,0,0,0,0,"",1,4,2,2,"1",1,1,2,"waar komen ze vandaan",63,3,1,6133
"310",25400,1,1,0,0,0,1,0,"",2,2,0,0,0,0,1,0,"",1,3,3,1,"",NA,NA,NA,"geen",73,3,1,7241
"311",25643,1,5,0,0,0,1,0,"",2,1,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Waar ze vandaan komen",69,3,2,1107
"312",26528,1,1,0,0,1,0,0,"",NA,NA,0,0,1,0,0,0,"",1,4,3,1,"",NA,NA,NA,"geen, kijk altijd hoe ze er uitzien, kleur en rijpheid",64,3,2,7607
"313",29550,1,4,0,0,0,1,0,"",2,2,1,1,1,1,0,0,"",1,2,2,1,"",NA,NA,NA,"Alleen bio",63,3,2,7141
"314",22804,1,1,1,0,0,0,0,"",2,2,1,0,0,0,0,0,"",2,3,3,1,"",NA,NA,NA,"Niets speciaal",75,3,1,5551
"315",24656,1,5,0,0,0,1,0,"",3,1,0,0,0,1,1,0,"",1,4,4,1,"",NA,NA,NA,"Geen",63,3,1,1443
"316",29883,1,5,0,0,0,1,0,"",2,2,1,0,0,1,0,0,"",1,4,2,1,"",NA,NA,NA,"houdbaarheid ,m.i. is het in de winkel te koud voor bananen",82,3,1,6713
"317",24059,1,2,0,0,0,1,0,"",1,2,1,0,0,1,0,0,"",2,1,2,2,"4",2,2,2,"kwaliteit",61,3,2,8862
"318",20265,1,1,1,0,0,1,0,"",2,2,1,1,0,0,0,0,"",2,3,3,1,"",NA,NA,NA,"niet",66,3,2,3621
"319",26903,1,2,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"Waar de bananen vandaan komen. Dat ze goed zijn wist ik al.",79,3,2,2902
"320",23077,1,4,1,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,4,2,1,"",NA,NA,NA,"Niet",62,3,1,5672
"321",29294,1,4,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"Geen",55,3,1,6051
"322",22950,1,1,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,3,4,1,"",NA,NA,NA,"Ik zou helemaal informatie opzoeken, wat een onzin allemaal.",72,3,1,3454
"323",26884,1,2,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,3,3,1,"",NA,NA,NA,"geen",69,3,2,2565
"324",19841,1,3,0,1,0,1,0,"",2,2,1,0,0,0,0,0,"",2,1,2,1,"",NA,NA,NA,"Waar de bananen vandaan komen en hoe ze worden geteeld.",40,2,2,2271
"325",21661,1,1,0,0,0,1,0,"",2,2,1,1,0,1,0,0,"",1,3,2,1,"",NA,NA,NA,"Niets",58,3,2,3818
"326",25884,1,3,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",1,3,3,1,"",NA,NA,NA,"Niets! Ik maak me niet overal druk over!
Heb genoeg aan mijn eigen familie.
Waar de banaan vandaan komt vind ik niet echt belangrijk.",78,3,2,3434
"327",23972,1,1,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,3,4,1,"",NA,NA,NA,"Niets",56,3,1,3192
"328",11633,1,3,1,1,0,1,0,"",2,2,1,0,0,0,0,0,"",1,3,3,1,"",NA,NA,NA,"Geen",43,2,2,5481
"329",23823,1,4,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",1,4,1,1,"",NA,NA,NA,"GEEN",70,3,1,3068
"330",22808,1,2,0,0,0,1,0,"",2,2,1,1,0,0,0,0,"",2,4,4,1,"",NA,NA,NA,"Geen",63,3,2,6883
"331",24857,1,1,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,3,4,1,"",NA,NA,NA,"geen",62,3,1,5012
"332",26816,1,2,0,0,0,1,0,"",3,3,1,0,0,0,0,0,"",2,2,2,1,"",NA,NA,NA,"waar verbouwd",73,3,2,6824
"333",21010,1,6,0,0,0,1,0,"",2,2,1,1,0,0,0,0,"",2,4,2,1,"",NA,NA,NA,"hoe de boeren beloont",64,3,1,1355
"334",28716,1,4,0,0,0,1,0,"",2,2,1,1,0,1,0,0,"",2,4,2,1,"",NA,NA,NA,"geen info",68,3,1,9561
"335",28051,1,2,1,0,0,0,0,"",2,2,1,0,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"geen",63,3,1,5144
"336",27795,1,2,0,0,0,1,0,"",3,1,1,1,0,0,0,0,"",2,4,2,1,"",NA,NA,NA,"Eerlijke prijzen voor de boeren
Zijn deze bananen onbespoten",53,3,1,6713
"337",27620,1,4,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,4,4,1,"",NA,NA,NA,"Geen. Nog nooit gedaan",61,3,2,3523
"338",27158,1,2,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"geen",71,3,1,4891
"339",22720,1,4,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"bananen fairtrade",59,3,2,9781
"340",19956,1,2,0,0,0,1,0,"",2,2,1,1,0,0,1,0,"",2,3,3,1,"",NA,NA,NA,"geen",66,3,1,4241
"341",27819,1,3,1,0,0,0,0,"",2,2,1,1,0,1,0,0,"",1,4,3,1,"",NA,NA,NA,"Ik zoek meestal geen informatie over bananen als ik weet dat ze fairtrade zijn. Ik eet ze liever op.",55,3,2,6214
"342",21184,1,4,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"geen informatie",60,3,2,7553
"343",26753,1,2,1,0,0,0,0,"",2,2,1,1,0,0,0,0,"",2,3,2,1,"",NA,NA,NA,"Of ze gifloos zijn opgegroeid en of de boer er naar behoren aan verdient",59,3,1,7261
"344",22504,1,1,0,0,0,1,0,"",2,1,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"niks",53,3,2,5509
"345",29100,1,4,1,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,4,2,1,"",NA,NA,NA,"Of ze fairtrade zijn en uit welk land ze komen",69,3,1,4634
"346",28231,1,3,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Geen",57,3,2,1273
"347",22263,1,1,0,0,0,1,0,"",2,1,1,0,0,0,1,0,"",1,1,3,1,"",NA,NA,NA,"Niets",69,3,1,3343
"348",17934,1,4,0,0,0,1,0,"",2,2,1,1,0,1,0,0,"",1,1,3,1,"",NA,NA,NA,"Hoe lang duurt het om bananen te laten groeien",49,2,1,4703
"349",23499,1,12,0,0,0,1,0,"",2,1,1,1,0,1,1,0,"",1,4,2,1,"",NA,NA,NA,"Hoeveel van de prijs die ik betaal naar de boeren gaat.",65,3,2,8245
"350",22025,1,1,0,0,0,1,0,"",2,2,1,1,0,0,0,0,"",2,1,2,1,"",NA,NA,NA,"Ik zoek geen informatie over bananen op, als ik deze heb gekocht.",52,3,1,7101
"351",25323,1,4,0,0,0,1,0,"",1,1,1,0,0,1,0,0,"",1,1,3,1,"",NA,NA,NA,"niets",57,3,1,4706
"352",13223,1,1,1,0,0,1,0,"",2,2,1,1,0,0,1,0,"",2,3,2,1,"",NA,NA,NA,"Geen",44,2,2,4731
"353",17238,1,4,1,1,0,0,0,"",2,1,1,0,0,0,0,0,"",1,4,2,2,"1",1,1,1,"Wat het de boeren opleverde",48,2,2,2645
"354",26621,1,4,0,0,0,1,0,"",2,1,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Geen",82,3,1,3171
"355",29039,1,4,1,0,0,0,0,"",1,2,1,1,0,0,0,0,"",2,1,2,1,"",NA,NA,NA,"Graag, de herkomst,",63,3,2,5011
"356",26009,1,2,1,0,0,0,0,"",2,2,1,0,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"Waar ze vandaan komen",64,3,2,4335
"357",12242,1,1,0,0,0,1,0,"",2,2,1,1,0,0,0,0,"",1,4,4,1,"",NA,NA,NA,"niet",37,2,2,6215
"358",25257,1,1,0,0,0,1,0,"",2,2,1,1,0,0,0,0,"",2,3,2,2,"1",2,1,1,"waar ze vandaan komen",70,3,1,7555
"359",29773,1,4,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Niet",67,3,2,6418
"360",26780,1,3,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,1,3,1,"",NA,NA,NA,"Geen",76,3,1,4691
"361",27851,1,1,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",2,2,3,1,"",NA,NA,NA,"Geen",69,3,2,3584
"362",20776,1,2,0,0,0,1,0,"",2,2,1,0,0,0,1,0,"",2,4,3,1,"",NA,NA,NA,"niks eigenlijk ik heb genoeg aan de bestaande informatie.",63,3,1,9791
"363",22170,1,4,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Waar ze vandaan komen.",71,3,1,5731
"364",23436,1,4,0,0,0,1,0,"",2,2,1,1,0,0,0,0,"",2,4,3,1,"",NA,NA,NA,"Waar ze vandaan komen",55,3,2,8131
"365",16117,1,4,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"Als ik meer tijd had, zou ik de informatie over de boeren waar de bananen vandaan komen willen lezen. Ik wist tot deze enqu<ea>te niet dat dit een optie was.",49,2,2,2635
"366",6519,1,6,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Geen",32,1,2,1991
"367",24269,1,2,0,1,0,1,0,"",3,2,1,0,0,0,0,0,"",2,3,2,1,"",NA,NA,NA,"Geen",71,3,1,7555
"368",13770,1,4,1,0,0,1,0,"",2,2,0,0,0,1,0,0,"",1,4,3,2,"2",2,2,2,"Interessant waar die vandaan komt en hoe ze zijn geoogst en gepland",49,2,2,9172
"369",24201,1,2,0,0,1,0,0,"",NA,NA,1,1,0,0,0,0,"",1,4,1,1,"",NA,NA,NA,"Niks",74,3,2,1115
"370",28115,1,2,0,1,0,0,0,"",2,2,1,1,0,0,0,0,"",2,3,2,1,"",NA,NA,NA,"fairtrade site",77,3,1,4844
"371",21460,1,1,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",1,2,2,1,"",NA,NA,NA,"Waar zijn deze gekweekt",70,3,1,3328
"372",20440,1,3,1,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,3,3,1,"",NA,NA,NA,"niet",76,3,1,3333
"373",23589,1,1,0,0,0,1,0,"",1,2,1,0,0,0,0,0,"",2,3,3,1,"",NA,NA,NA,"Geen",58,3,1,7552
"374",21387,1,2,0,0,0,1,0,"",2,1,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Ik zoek geen informatie",60,3,1,6417
"375",15035,1,4,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",1,1,2,1,"",NA,NA,NA,"Wie de boer is en waar ze vandaan komen",43,2,1,3811
"376",29229,1,4,0,0,0,1,0,"",2,1,1,1,1,1,1,0,"",2,4,2,1,"",NA,NA,NA,"Geen",56,3,2,1273
"377",22124,1,1,0,0,0,1,0,"",2,1,1,1,0,0,0,0,"",1,3,3,1,"",NA,NA,NA,"Natuurlijke voedingsproducten.",71,3,1,4641
"378",22756,1,30,1,0,0,1,0,"",2,1,1,1,0,1,1,0,"",1,3,2,1,"",NA,NA,NA,"eigenlijk alles",59,3,2,5683
"379",26715,1,4,0,0,1,0,0,"",NA,NA,0,0,0,0,1,0,"",1,4,2,2,"10",2,1,1,"geen alles  is goed uit gezocht en gekeurd 
",69,3,1,1964
"380",22210,1,3,0,0,1,0,0,"",NA,NA,1,0,0,0,1,0,"",1,4,3,1,"",NA,NA,NA,"ik eet ze op, ik zoek geen informatie",62,3,1,6865
"381",23505,1,2,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,3,2,2,"1",2,1,1,"Geen",66,3,1,2025
"382",27443,1,1,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",2,3,4,1,"",NA,NA,NA,"zoek geen info gaat mij of de smaak goed is",72,3,1,7691
"383",23168,1,8,1,0,0,0,0,"",2,2,1,0,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"Hoe de bananen geteeld worden en hoe de omstandigheden zijn voor de mensen die in die branche werken.",60,3,1,9402
"384",26951,1,1,0,0,0,1,0,"",2,2,1,1,0,0,0,0,"",2,2,2,1,"",NA,NA,NA,"Of de boeren er een eerlijke prijs voor krijgen",64,3,1,1071
"385",25309,1,5,0,0,0,1,0,"",2,1,1,0,0,0,0,0,"",1,4,2,2,"4",2,1,1,"

















Welk land en de streek van herkomst.





",79,3,1,6343
"386",20699,1,4,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,3,4,1,"",NA,NA,NA,"Niks opzoeken, gewoon lekker opeten.",70,3,1,5706
"387",24919,1,2,1,0,0,0,0,"",2,2,1,1,0,1,0,0,"",1,2,1,1,"",NA,NA,NA,"Waar ze precies vandaan komen.",50,3,2,2034
"388",25127,1,2,0,1,0,0,0,"",2,2,1,1,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"Land van herkomst
",77,3,1,3781
"389",26608,1,1,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Geen",70,3,1,3232
"390",12599,1,4,1,0,0,1,0,"",2,1,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Niks opzoeken vind het niet van belang",44,2,1,2613
"391",25177,1,1,0,0,1,0,0,"",NA,NA,0,0,0,0,1,0,"",2,3,3,1,"",NA,NA,NA,"Geen idee hou me er niet mee bezig koop meestal als in de aanbieding zijn
",59,3,1,2901
"392",24971,1,4,1,0,0,0,0,"",2,2,1,1,0,0,0,0,"",1,2,2,1,"",NA,NA,NA,"Hoeveel schakels er tussen niet en plus zitten.",69,3,2,3583
"393",26141,1,4,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Geen ze moeten gewoon lekker zijn",67,3,1,5527
"394",20839,1,1,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,3,3,1,"",NA,NA,NA,"Daar sta ik eigenlijk niet bij stil als ze maar smaken",66,3,2,3063
"395",24194,1,4,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",2,4,3,1,"",NA,NA,NA,"Niets",56,3,2,2661
"396",18285,1,3,0,0,0,1,0,"",3,2,1,0,0,0,0,0,"",2,4,2,1,"",NA,NA,NA,"Waar ze precies vandaan komen",42,2,2,5712
"397",25825,1,1,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,1,4,1,"",NA,NA,NA,"geen
",64,3,1,5628
"398",21480,1,4,0,0,0,1,0,"",1,1,1,0,0,0,0,0,"",1,2,2,1,"",NA,NA,NA,"Land van herkomst.",75,3,1,4131
"399",28229,1,5,0,1,0,1,0,"",2,2,1,0,0,0,0,0,"",2,4,2,1,"",NA,NA,NA,"Geen informatie, ik ga er vanuit dat wat ik koop met dit label goed is en het geld eerlijk bij de teler komt",61,3,2,1424
"400",21138,1,4,1,0,0,1,0,"",1,2,1,1,1,0,1,0,"",2,4,5,1,"",NA,NA,NA,"waarom ze krom zijn...",56,3,1,1181
"401",28328,1,1,0,1,0,0,0,"",2,2,1,0,0,0,0,0,"",2,4,2,1,"",NA,NA,NA,"Herkomst",68,3,1,8224
"402",10721,1,1,1,1,0,1,0,"",2,2,1,0,0,0,0,0,"",2,3,3,1,"",NA,NA,NA,"zolang de bananen goed van kleur zijn en een goede smaak hebben zie ik niet echt een reden om achterliggende informatie op te zoeken",49,2,1,4902
"403",12264,1,4,0,0,0,1,0,"",1,1,1,1,0,0,1,0,"",1,4,2,1,"",NA,NA,NA,"Wat er gebeurt met de boeren die een fairtrade-logo hebben.",43,2,2,6846
"404",10574,1,4,0,0,0,1,0,"",1,2,1,1,0,0,0,0,"",1,4,5,1,"",NA,NA,NA,"Hoe maak ik een bananentaart",43,2,1,7623
"405",27946,1,4,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,2,1,1,"",NA,NA,NA,"Ik vertrouw er op dat de verstrekte informatie klopt !!!",63,3,1,9726
"406",14165,1,1,0,0,1,0,0,"",1,1,0,0,1,0,0,0,"",2,3,1,1,"",NA,NA,NA,"nou dat weet ik niet",45,2,2,7462
"407",24632,1,4,0,0,0,1,0,"",2,2,1,0,0,1,0,0,"",1,3,3,1,"",NA,NA,NA,"Geen",53,3,1,7607
"408",22947,1,2,0,0,1,0,0,"",NA,NA,1,1,1,0,0,0,"",1,4,2,1,"",NA,NA,NA,"nou waar ze werkelijk vandaan komen",75,3,1,6291
"409",29398,1,4,0,0,0,1,0,"",2,2,0,0,0,0,0,1,"geen idee, hoe betrouwbaar dit soort aanduidingen zijn",2,3,3,1,"",NA,NA,NA,"Geen",77,3,1,4753
"410",12721,1,4,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,3,4,1,"",NA,NA,NA,"niet",42,2,2,5982
"411",25144,1,2,0,1,0,0,0,"",2,3,1,0,0,0,0,0,"",2,4,3,1,"",NA,NA,NA,"waar ze vandaan komen",77,3,1,3122
"412",23460,1,3,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,4,3,1,"",NA,NA,NA,"Ik heb niets met de herkomst van bananen en ga ervan uit dat de bedrijven die bananen verkopen hier verantwoordelijk voor zijn en de overheid dit controleert.",62,3,1,2992
"413",27042,1,1,0,0,0,1,0,"",3,1,1,1,0,0,0,0,"",2,1,2,1,"",NA,NA,NA,"Nooit bij nagedacht, maar of de boeren een goede prijs ontvangen voor hun oogst!",69,3,1,5283
"414",24541,1,2,0,1,0,0,0,"",2,2,1,0,0,1,0,0,"",1,4,2,1,"",NA,NA,NA,"Ik zoek het niet op. Als Plus zo'n label erop zet, ga ik ervan uit dat het een verantwoorde keuze is.",64,3,2,5995
"415",13967,1,1,1,0,0,1,0,"",2,3,0,0,0,0,0,1,"Fairtrade is toch een malafide keurmerk? Zogenaamd voor de boeren, maar eigenlijk voor de eigen inko",2,3,5,1,"",NA,NA,NA,"Geen",46,2,1,1335
"416",22137,1,2,0,0,0,1,0,"",2,2,1,0,0,1,0,0,"",1,1,3,1,"",NA,NA,NA,"Waar ze vandaan komen en of ze gezond zijn.",68,3,1,3194
"417",28655,1,4,0,0,1,0,0,"",NA,NA,1,0,0,1,0,0,"",1,4,2,1,"",NA,NA,NA,"herkomst en ontwikkeling",87,3,1,3281
"418",20404,1,1,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,4,4,1,"",NA,NA,NA,"Geen",85,3,1,8355
"419",20864,1,2,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Geen niet over nadenken gewoon op eten.",72,3,1,6841
"420",20542,1,2,1,1,0,1,0,"",2,2,1,1,0,1,0,0,"",1,3,3,1,"",NA,NA,NA,"recepten",58,3,1,6161
"421",13594,1,4,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,4,4,1,"",NA,NA,NA,"Niet",46,2,1,3141
"422",13615,1,1,1,1,0,1,0,"",2,2,1,1,0,0,0,0,"",2,4,5,1,"",NA,NA,NA,"geen",44,2,1,7844
"423",13724,1,2,0,0,1,0,0,"",NA,NA,1,0,0,0,1,0,"",1,4,3,1,"",NA,NA,NA,"geen",48,2,2,3064
"424",23719,1,2,0,0,1,0,0,"",NA,NA,1,1,0,0,0,0,"",2,4,2,1,"",NA,NA,NA,"Waar ze geteeld zijn en hoe.
De prijs is voor mij niet belangrijk, ik wil eerlijke bananen en een goed product",69,3,2,4231
"425",26538,1,3,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,3,4,1,"",NA,NA,NA,"geen",73,3,1,2564
"426",13839,1,1,0,0,0,1,0,"",2,2,1,1,0,0,0,0,"",2,4,1,1,"",NA,NA,NA,"Waar ze precies vandaan komen en of dat te traceren is.",45,2,1,7621
"427",27774,1,2,0,0,0,1,0,"",2,2,1,1,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"Niet",60,3,2,4486
"428",23822,1,5,1,1,0,0,0,"",2,2,1,1,0,0,0,0,"",1,1,3,1,"",NA,NA,NA,"Waar ze vandaan komen.  Welke weg ze hebben afgelegd.",57,3,2,5427
"429",26034,1,3,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,4,3,1,"",NA,NA,NA,"Zou niets opzoeken",50,3,2,5991
"430",23013,1,2,1,1,0,1,0,"",2,2,1,1,0,0,1,0,"",2,4,3,1,"",NA,NA,NA,"geen",74,3,1,1941
"431",27984,1,2,0,0,0,1,0,"",2,3,1,0,0,0,0,0,"",1,1,4,1,"",NA,NA,NA,"Geen, prijs toch meestal doorslaggevend",52,3,2,6596
"432",23424,1,2,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,1,2,1,"",NA,NA,NA,"Geen",70,3,1,7327
"433",22669,1,4,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"Algemene herkomst van de bananen",69,3,1,6443
"434",11255,1,4,0,0,1,0,0,"",NA,NA,1,1,1,1,1,0,"",1,2,1,1,"",NA,NA,NA,"Geen",46,2,2,6247
"435",25217,1,2,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,1,2,1,"",NA,NA,NA,"Niet",55,3,1,1106
"436",28043,1,8,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,4,2,1,"",NA,NA,NA,"Geen",72,3,1,3752
"437",11793,1,2,1,0,0,0,0,"",2,2,1,0,0,0,0,0,"",1,2,2,1,"",NA,NA,NA,"Wat voor land ze zijn gekomen",49,2,1,8471
"438",22620,1,6,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Geen",69,3,1,3811
"439",23063,1,2,1,0,0,0,0,"",2,2,0,1,0,0,0,0,"",1,2,1,1,"",NA,NA,NA,"Wie plukt de bananen en onder welke omstandigheden",52,3,1,5709
"440",28847,1,1,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,1,3,1,"",NA,NA,NA,"Geen",76,3,1,4281
"441",5941,1,3,0,1,0,1,0,"",2,2,1,1,0,0,0,0,"",2,3,3,1,"",NA,NA,NA,"Let ik nooit op, koop gewoon bananen",24,1,1,2995
"442",13991,1,4,1,0,0,1,0,"",3,2,1,0,0,0,0,0,"",2,1,3,1,"",NA,NA,NA,"Geen",42,2,2,3181
"443",19604,1,4,0,0,0,1,0,"",2,2,1,1,0,0,0,0,"",1,2,2,1,"",NA,NA,NA,"of ik er de boeren mee steun en hoe de steun voor de boeren eruit ziet",49,2,1,7553
"444",20202,1,3,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,1,2,1,"",NA,NA,NA,"Wat het kost om die bananen naar de Plus te vervoeren",74,3,2,1067
"445",26433,1,2,1,0,0,1,0,"",2,2,1,1,0,0,0,0,"",2,4,3,1,"",NA,NA,NA,"welk land",62,3,1,6461
"446",10564,1,3,0,0,0,1,0,"",2,1,1,1,1,1,1,0,"",1,2,2,1,"",NA,NA,NA,"Hoe het nu met die boeren gaat. Levert het echt iets op?!",42,2,1,7622
"447",26305,1,3,1,0,0,0,0,"",2,2,1,0,0,0,1,0,"",1,1,2,1,"",NA,NA,NA,"Hoe ze zo krom groeien",69,3,2,6866
"448",13879,1,2,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,4,4,1,"",NA,NA,NA,"Niks",49,2,1,7711
"449",18672,1,4,0,0,0,1,0,"",1,2,1,0,0,0,0,0,"",1,2,3,1,"",NA,NA,NA,"Over de plantage",35,2,2,7006
"450",15983,1,4,0,1,0,1,0,"",2,2,1,0,0,0,0,0,"",1,4,4,1,"",NA,NA,NA,"de achtergrond",42,2,2,4461
"451",21691,1,2,0,0,0,1,0,"",3,2,1,1,0,0,1,0,"",1,4,2,1,"",NA,NA,NA,"Omstandigheden van boeren en personeel. Hoe veilig en wat levert het de boeren op.",60,3,1,7255
"452",20484,1,2,0,1,0,0,0,"",2,3,1,0,0,0,0,0,"",2,2,2,1,"",NA,NA,NA,"Waar ze vandaan komen. Eerlijke arbeidsvoorwaarden. Biologisch",62,3,2,6537
"453",19197,1,1,0,0,0,1,0,"",2,2,1,0,0,1,0,0,"",1,4,3,1,"",NA,NA,NA,"Herkomst",49,2,1,5927
"454",29006,1,4,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,3,3,1,"",NA,NA,NA,"Waar, hoe en wie.
Eerlijke verdeling
",68,3,2,8925
"455",22706,1,6,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,4,3,1,"",NA,NA,NA,"Of bieren echt en faire prijs krijgen",79,3,1,3343
"456",25852,1,1,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,3,5,1,"",NA,NA,NA,"Zal iknietsnel doen",60,3,1,3531
"457",22085,1,4,0,0,0,1,0,"",2,2,1,1,0,1,0,0,"",1,4,2,1,"",NA,NA,NA,"Waar ze vandaan komen",63,3,1,5921
"458",29147,1,4,1,1,0,1,0,"",2,2,1,0,0,0,0,0,"",1,1,3,1,"",NA,NA,NA,"Niets",63,3,2,2548
"459",25936,1,2,0,0,0,1,0,"",2,2,1,1,0,0,1,0,"",1,3,3,1,"",NA,NA,NA,"Ik zou niks opzoeken",59,3,2,5684
"460",29197,1,4,0,1,0,0,0,"",2,2,1,0,0,0,0,0,"",2,3,4,1,"",NA,NA,NA,"Eigenlijk niets.",62,3,1,4102
"461",13990,1,4,0,0,0,1,0,"",2,2,1,1,0,0,1,0,"",2,3,2,1,"",NA,NA,NA,"Het is goed om te weten dat ik informatie over de bananen kan opzoeken, zoals de herkomst en de (eerlijke) beloning voor de boeren.",47,2,2,1521
"462",25184,1,2,0,0,1,0,0,"",NA,NA,1,0,0,0,0,0,"",1,3,3,1,"",NA,NA,NA,"Geen",84,3,1,6372
"463",23768,1,2,0,0,0,1,0,"",1,2,1,0,0,0,0,0,"",2,2,2,1,"",NA,NA,NA,"waar ze vandaan komen, hoe gekweekt",61,3,1,3833
"464",27342,1,1,1,0,0,0,0,"",2,1,1,0,0,0,0,0,"",1,4,1,1,"",NA,NA,NA,"land en informatie over de boeren waar ze vandaan komen",58,3,2,6521
"465",28590,1,3,0,0,0,1,0,"",2,1,1,1,0,1,0,0,"",1,4,2,1,"",NA,NA,NA,"Of bananen werkelijk fair trade zijn zonder chemische bestrijdingsmiddelen.",75,3,2,6471
"466",15070,1,5,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",2,4,3,1,"",NA,NA,NA,"Ik ga er vanuit dat de boeren goed behandeld en betaald krijgen.. ook al zoek ik geen info op",38,2,2,8085
"467",22627,1,2,0,0,0,1,0,"",2,2,0,1,0,0,0,0,"",2,3,3,1,"",NA,NA,NA,"Geen",58,3,2,5283
"468",8214,1,1,0,0,1,0,0,"",NA,NA,1,1,1,0,0,0,"",1,2,2,1,"",NA,NA,NA,"Geen",34,1,2,5751
"469",20034,1,4,0,0,0,1,0,"",2,2,1,0,0,0,0,0,"",1,2,4,1,"",NA,NA,NA,"Geen",52,3,2,6576
