"","ISIN","Country","year","str","PTI","SI","TXT","CTP","cetr_5","diff_c","cetr_5_s","etr_5","diff_e","etr_5_s","ASSETS","LTD","RD","PTI_FOREIGN","ROA","FTSE_ESG_a","ESG","Sector","CAPEX","mean_ROA","n","median_ROA","ctrygrp","PERF","cetr","LEV","RDS","SIZE","FOREIGN","FOR","BTD","sdg01","sdg02","sdg03","sdg04","sdg05","sdg06","sdg07","sdg08","sdg09","sdg10","sdg11","sdg12","sdg13","sdg14","sdg15","sdg16","sdg17","sdg","gc","gri","int","report","sdg_total","s_themes","SDG","GC","GRI","INT"
"312","KR7017670001","KR",2020,0.275,722.7483504,0,187.527992,40.91405793,0.24488509,-157.8417384,-0.013922766,0.265669569,-11.22780437,0.006861712,44101.03488,53.77651918,299.3487888,NA,1.831743491,3.3,57,"UTILITIES","#Calc",4.28660832290909,11,2.327805071,"JKT",-2.45486483190909,0.0566089952434432,0.00121939358852524,0.00678779510763263,10.6942385278263,0,0,-0.00088266636083076,0,0,5,2,1,0,24,3,3,1,0,1,64,0,6,4,10,19,32,25,4,"report",55,12,"SDG","GC-member","GRI","<IR>"
"313","KR7028260008","KR",2016,0.242,140.2073492,0,59.41942703,219.2387653,0.26478144,185.3085868,-0.004685019,0.310068659,25.48924853,0.0406022,36809.49849,38.96088366,0,NA,0.374722914,2,41,"CHEMICALS","#Calc",11.6110565129444,18,9.6708776455,"JKT",-11.2363335989444,1.56367527487639,0.00105844646784809,0,10.5135112019934,0,0,-0.00594682004630963,3,4,3,2,1,1,7,0,2,9,0,2,18,0,11,4,6,32,0,68,0,"report",18,14,"SDG","no GC-member","GRI","no report<IR>"
"314","KR7028260008","KR",2020,0.275,1104.792038,0,258.0791376,233.2937519,0.295290025,-70.52405855,0.041914725,0.279837666,-45.73867289,0.026462366,50015.40742,11.96602682,0,NA,2.600890622,2.5,33,"CHEMICALS","#Calc",8.84973133683333,18,7.2184054875,"JKT",-6.24884071483333,0.211165308832539,0.000239246812877407,0,10.8200863853423,0,0,-0.00460369285532254,2,3,3,3,3,6,26,4,2,5,0,0,16,0,7,62,11,63,0,82,0,"report",65,14,"SDG","no GC-member","GRI","no report<IR>"
"315","KR7035420009","KR",2016,0.242,975.5051175,0,311.0384701,292.0291109,0.283813997,55.95687243,0.020875653,0.348481169,74.96623171,0.085542825,5274.577525,10.49643925,0,NA,21.04338544,1.3,7,"ELECTRONICS","#Calc",7.28321580276316,38,8.019655121,"JKT",13.7601696372368,0.299361946607112,0.001990005682967,0,8.5706538650895,0,0,-0.0549178369533302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"316","KR7035420009","KR",2020,0.275,1286.566826,0,417.4420307,485.8247064,0.305087815,132.0188294,0.038344211,0.278084591,63.63615363,0.011340987,15662.55884,11.84189074,0,NA,10.35694002,1.5,5,"ELECTRONICS","#Calc",11.2202530311842,38,10.49711165,"JKT",-0.863313011184211,0.377613270124843,0.000756063607547795,0,9.65902835594108,0,0,-0.0307923279047359,0,0,0,0,0,1,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"report",0,3,"noSDG","no GC-member","no GRI","no report<IR>"
"317","KR7035720002","KR",2016,0.242,95.39769135,0,30.02999973,46.85042297,0.663473411,23.76418166,0.403433379,0.894468729,6.943758423,0.634428697,4540.583537,29.12934681,NA,NA,2.552394434,1.3,7,"ELECTRONICS","#Calc",7.28321580276316,38,8.019655121,"JKT",-4.73082136876316,0.49110646502034,0.00641533110725367,NA,8.42081081515467,0,0,-0.0102673059920697,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"318","KR7035720002","KR",2020,0.275,343.7437366,0,204.1819079,65.64435843,0.218397535,-28.88516913,-0.033730133,0.336396314,109.6523804,0.084268646,11004.29857,15.1411903,0,NA,3.920299935,1.4,3,"ELECTRONICS","#Calc",11.2202530311842,38,10.49711165,"JKT",-7.29995309618421,0.190968885947695,0.00137593415915468,0,9.30604125453715,0,0,-0.00587943545359021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"319","KR7036570000","KR",2016,0.242,298.2900905,0,64.37844501,117.081808,0.271790895,44.8956061,0.007736082,0.280446999,-7.807756902,0.016392185,1954.630482,7.936957443,0,NA,15.11236089,1.7,20,"ELECTRONICS","#Calc",7.28321580276316,38,8.019655121,"JKT",7.82914508723684,0.392509881249307,0.00406059227874049,0,7.57795644278979,0,0,-0.0595304059015437,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"320","KR7036570000","KR",2020,0.275,680.2590386,0,183.6140002,147.1309728,0.191730245,-39.94026282,-0.068101146,0.199729926,-3.45723536,-0.060101465,3756.981181,10.74421923,323.353438,NA,21.61211852,1.3,9,"ELECTRONICS","#Calc",11.2202530311842,38,10.49711165,"JKT",10.3918654888158,0.216286685587892,0.00285980118408264,0.0860673563219533,8.23137103651165,0,0,-0.0386640905146046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"321","KR7068270008","KR",2016,0.242,197.1684181,0,42.13388101,38.9305758,0.142125937,-8.784181388,-0.121219122,0.209099721,-5.580876187,-0.054245338,2581.194896,33.06055619,0,NA,7.697507279,0.8,4,"DRUGS, COSMETICS & HEALTH CARE","#Calc",3.27765873091667,36,6.112859282,"JKT",4.41984854808333,0.197448334652942,0.0128082370847831,0,7.85600770868487,0,0,-0.0148975299338257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"322","KR7068270008","KR",2020,0.275,554.7659434,0,111.4081358,54.61541524,NA,-97.9452192,NA,0.253018957,-41.15249863,0.009025957,4621.302549,23.41229018,0,NA,14.74276371,1,3,"DRUGS, COSMETICS & HEALTH CARE","#Calc",5.04721129911111,36,6.2003189055,"JKT",9.69555241088889,0.0984476712922894,0.00506616693708274,0,8.438431881352,0,0,-0.0114880617169586,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"323","KR7105560007","KR",2016,0.242,2023.649309,0,377.933898,NA,NA,NA,NA,0.246127061,-111.7892347,-0.018200298,311991.4502,197.5722823,NA,NA,0.663677565,2.6,42,"FINANCIAL","#Calc",2.08509234842,51,0.847694817,"JKT",-1.42141478342,NA,0.000633261847955601,NA,12.650731063211,0,0,NA,2,3,2,4,2,2,11,6,3,4,1,1,3,0,2,1,5,13,1,8,0,"report",14,16,"SDG","GC-member","GRI","no report<IR>"
"324","KR7105560007","KR",2020,0.275,4109.280373,0,1071.622185,NA,NA,NA,NA,0.206204354,-58.42991754,-0.056549826,564423.3941,281.1430095,NA,NA,0.855578481,2.7,22,"FINANCIAL","#Calc",2.56631717723529,51,0.887665161,"JKT",-1.71073869623529,NA,0.000498106585302503,NA,13.2435599476057,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"325","NL0000009082","NL",2016,0.25,516.5941101,0,106.1949348,55.3098619,0.027723463,-73.83866563,-0.222276537,0.206876538,-22.95359269,-0.043123462,15542.79549,386.9824841,NA,NA,2.870931055,4.4,93,NA,"#Calc",NA,NA,NA,"EUR",NA,0.107066381165851,0.0248978688775117,NA,9.65135249770477,0,0,-0.0034754608113775,2,0,1,1,1,0,11,13,0,6,2,0,21,0,6,4,8,13,0,175,3,"report",35,12,"SDG","no GC-member","GRI","<IR>"
"326","NL0000009082","NL",2020,0.25,733.0035874,0,100.3177538,0,0.260672044,-183.2508968,0.010672044,0.232642094,-82.93314305,-0.017357906,14780.48354,373.3176471,NA,NA,5.273950131,4.7,100,NA,"#Calc",NA,NA,NA,"EUR",NA,0,0.0252574718607616,NA,9.60106290979925,0,0,0.000123981665656657,1,0,2,1,1,0,6,2,1,7,2,2,10,0,8,3,6,13,0,68,3,"report",21,14,"SDG","no GC-member","GRI","<IR>"
"327","NL0000009165","NL",2016,0.25,2502.218152,0,744.4707412,828.5417312,0.365614054,202.9871932,0.115614054,0.301111688,118.9162031,0.051111688,42049.71688,110.3187793,NA,NA,5.62308897,4.4,100,"BEVERAGES","#Calc",9.06036894222222,9,7.697758787,"EUR",-3.43727997222222,0.331122900110749,0.00262353203506278,NA,10.6466079324414,0,0,-0.0195550944651212,0,9,0,1,0,5,6,8,2,3,0,37,6,0,12,7,9,10,0,62,0,"report",45,12,"SDG","no GC-member","GRI","no report<IR>"
"328","NL0000009165","NL",2020,0.25,214.3152013,0,279.2937464,853.8408817,1.445210459,800.2620814,1.195210459,0.715241009,225.714946,0.465241009,53242.7766,135.8721625,NA,NA,0.413082408,4.6,98,"BEVERAGES","#Calc",5.46962962911111,9,3.530821676,"EUR",-5.05654722111111,3.98404255284154,0.00255193607802941,NA,10.8826174236661,0,0,-0.0160266828326295,2,10,1,0,0,5,22,2,0,1,0,23,6,0,2,9,8,23,0,2,0,"report",35,12,"SDG","no GC-member","GRI","no report<IR>"
"329","NL0000009538","NL",2016,0.25,1131.639774,0,224.5580393,326.3281852,0.244870113,43.41824159,-0.005129887,0.193602278,-58.3519043,-0.056397722,34036.78139,44.68356448,1823.013048,NA,3.234987193,3.6,85,"DRUGS, COSMETICS & HEALTH CARE","#Calc",3.27765873091667,36,6.112859282,"EUR",-0.0426715379166667,0.288367546544012,0.00131280228785463,0.0535600892197052,10.4351970244565,0,0,-0.00950439708321081,0,0,10,0,0,0,24,9,13,0,0,5,5,0,12,14,8,8,1,42,2,"report",36,9,"SDG","GC-member","GRI","<IR>"
"330","NL0000009538","NL",2020,0.25,1390.768859,0,241.6745887,444.5900452,-0.650968639,96.89783037,-1.054098981,-0.202709015,-106.0176262,-0.605839358,34167.63269,58.41617523,2077.033493,NA,4.441127755,4.6,98,"DRUGS, COSMETICS & HEALTH CARE","#Calc",5.04721129911111,36,6.2003189055,"EUR",-0.606083544111111,0.319672131226516,0.00170969337442851,0.0607895054317853,10.4390340623465,0,0,-0.0129102629688946,1,1,47,0,6,4,17,8,6,14,0,8,19,0,17,18,23,27,5,40,1,"report",276,14,"SDG","GC-member","GRI","<IR>"
"331","NL0000226223","IT",2016,0.3129275,94.99999966,0,-67.99999975,41.99999985,0.096678122,12.27188746,-0.182154001,-0.007560137,-97.72811215,-0.28639226,8003.999739,31.99558986,1335.999995,NA,1.13503901,4,92,"ELECTRONICS","#Calc",7.28321580276316,38,8.019655121,"EUR",-6.14817679276316,0.442105263161219,0.00399745013784789,0.166916546547379,8.98769666309493,0,0,-0.00521023489329526,0,0,3,0,1,0,13,1,0,3,0,0,6,0,5,3,10,2,4,18,0,"report",55,9,"SDG","GC-member","GRI","no report<IR>"
"332","NL0000226223","IT",2020,0.2781,1134.000052,0,28.00000129,138.0000063,0.105368753,-177.3654082,-0.256035666,0.291956173,-287.3654132,-0.069448246,14453.99955,33.34517045,1548.000071,NA,8.887334746,4.5,96,"ELECTRONICS","#Calc",11.2202530311842,38,10.49711165,"EUR",-2.33291828518421,0.121693121668393,0.00230698571247707,0.10709838931744,9.57872644070968,0,0,-0.00932934525761681,0,0,15,3,10,6,37,4,2,9,0,2,43,0,5,3,26,65,3,52,0,"report",351,13,"SDG","GC-member","GRI","no report<IR>"
"333","NL0000235190","FR",2016,0.3443,1172.569072,0,321.9033962,-214.6022642,0.276305072,-618.3177957,-0.071438393,0.66392681,-81.81213533,0.316183345,126173.4099,286.5190046,3285.405797,NA,0.912762312,3.1,70,"AEROSPACE","#Calc",6.5991462206,5,6.920171242,"EUR",-5.6863839086,-0.183018867992111,0.00227083507394374,0.0260388127704869,11.745412508791,0,0,0.00173284862229039,1,2,1,1,1,4,1,6,0,1,1,2,7,0,0,4,3,6,0,0,0,"report",6,14,"SDG","no GC-member","no GRI","no report<IR>"
"334","NL0000235190","FR",2020,0.3202,-1332.630161,0,44.45900452,-90.05798352,0.43765408,336.6501941,0.280307557,0.506420478,471.1671821,0.349073954,134706.7331,265.2443755,3258.047049,NA,-1.041406835,4.4,95,"AEROSPACE","#Calc",-5.7658067674,5,-1.041406835,"EUR",4.7243999324,0.0675791274695605,0.0019690506138479,0.024186222722671,11.8108553470438,0,0,0.000636871667586139,0,1,1,2,1,0,3,5,0,1,0,0,19,0,4,15,4,13,0,2,0,"report",10,11,"SDG","no GC-member","GRI","no report<IR>"
"335","NL0000395903","NL",2016,0.25,722.3467964,0,182.5225443,119.4693017,0.219146095,-61.1173974,-0.030853905,0.220905805,1.935845166,-0.029094195,9322.934947,109.1568104,405.9743863,NA,7.710473492,3.4,62,"MISCELLANEOUS","#Calc",9.65414834079167,25,8.001365832,"EUR",-1.94367484879167,0.165390505357545,0.0117084170404005,0.0435457705763181,9.14023276658276,0,0,-0.0126208576352732,1,0,6,1,1,2,9,4,0,6,0,1,3,0,2,3,5,4,0,5,0,"report",15,13,"SDG","no GC-member","GRI","no report<IR>"
"336","NL0000395903","NL",2020,0.25,1061.316236,0,246.2344866,251.934359,0.185710774,-13.39470008,-0.197397747,0.276729024,-19.09457245,-0.106379497,10216.64218,148.8739818,0,NA,10.8729927,3.3,72,"MISCELLANEOUS","#Calc",7.52911575376,25,5.686270073,"EUR",3.34387694624,0.237379162265073,0.0145717134041784,0,9.23177325595602,0,0,-0.0243995105258742,0,0,7,0,0,0,2,0,0,4,0,0,2,0,0,6,2,9,0,53,0,"report",3,6,"SDG","no GC-member","GRI","no report<IR>"
"337","NL0009434992","US",2016,0.38923934,5233,0,1386,741,0.166379511,-1295.889466,-0.157361591,0.149103609,-650.8894662,-0.174637494,23442,148.4953704,99,2722,22.65417,1.8,21,"CHEMICALS","#Calc",11.6110565129444,18,9.6708776455,"USA",11.0431134870556,0.141601375883814,0.00633458622984387,0.00422318914768364,10.0622845642831,1,0.52016051977833,-0.0307410248843017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"338","NL0009434992","US",2020,0.25766571,1386,0,-43,176,NA,-181.1246741,NA,0.31542461,-400.1246741,0.014564676,35403,219.4078535,113,1842,4.210334457,2.9,36,"CHEMICALS","#Calc",8.84973133683333,18,7.2184054875,"USA",-4.63939687983333,0.126984126984127,0.00619743675677202,0.00319181990226817,10.4745518412939,1,1.32900432900433,-0.00487045598563399,0,0,0,0,0,0,17,1,0,3,0,0,21,0,11,8,5,16,10,140,0,"report",15,7,"SDG","GC-member","GRI","no report<IR>"
"339","NL0010545661","IT",2016,0.3129275,-9,0,298,104,0.377562028,106.8163475,0.099617392,0.306005034,300.8163475,0.028060398,45547,568.7668767,860,NA,-0.019503104,NA,NA,"MACHINERY & EQUIPMENT","#Calc",6.522207615,12,7.57868823,"EUR",-6.541710719,-11.5555555555556,0.0124874717698202,0.0188815948361034,10.7265000388287,0,0,-0.00228397399334753,6,36,9,6,2,14,36,12,3,32,8,10,64,0,63,19,21,25,0,577,0,"report",216,16,"SDG","no GC-member","GRI","no report<IR>"
"340","NL0010545661","IT",2020,0.2781,-505,0,-50,159,1.684276164,299.4405,1.45652154,0.119887701,90.4405,-0.107866923,48719,540.1671082,932,-374,-1.051305805,NA,NA,"MACHINERY & EQUIPMENT","#Calc",6.321953985,12,6.460258513,"EUR",-7.37325979,-0.314851485148515,0.011087401387549,0.0191301135080769,10.7938243767216,0,0,-0.00329244042365402,0,32,1,1,2,5,29,3,0,21,2,2,76,0,44,12,31,36,2,532,0,"report",496,14,"SDG","GC-member","GRI","no report<IR>"
"341","NL0010773842","NL",2016,0.25,1201.3302,0,301.991846,217.9208559,0.072083931,-82.41169423,-0.177916069,0.248645945,1.659295857,-0.001354055,177481.722,50.7512668,NA,NA,0.657813044,3.7,90,"FINANCIAL","#Calc",2.08509234842,51,0.847694817,"EUR",-1.42727930442,0.181399631758196,0.00028595207567346,NA,12.0866229079475,0,0,-0.00121092768302079,1,0,1,0,0,0,4,9,0,5,0,1,21,0,5,5,6,15,5,50,2,"report",21,10,"SDG","GC-member","GRI","<IR>"
"342","NL0010773842","NL",2020,0.25,2253.729537,0,438.8901728,284.9936187,NA,-278.4387655,NA,0.197717938,-124.5422114,-0.050642585,321395.9863,37.34719991,NA,NA,0.774862626,5,100,"FINANCIAL","#Calc",2.56631717723529,51,0.887665161,"EUR",-1.79145455123529,0.12645422355309,0.000116203068806028,NA,12.6804292440308,0,0,-0.000869205922804332,10,0,27,0,5,0,12,7,0,3,0,3,86,0,9,4,10,22,6,38,3,"report",10,11,"SDG","GC-member","GRI","<IR>"
"343","NL0010832176","BE",2016,0.3399,-24.35293219,0,-0.70907243,NA,NA,NA,NA,0.010669334,7.568489223,-0.257631385,111.5630134,0,34.19919381,NA,-29.01788656,NA,NA,"DRUGS, COSMETICS & HEALTH CARE","#Calc",3.27765873091667,36,6.112859282,"EUR",-32.2955452909167,NA,0,0.306545984800371,4.71458957386813,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"344","NL0010832176","BE",2020,0.25,-615.6090283,0,-7.154000329,2.791000128,NA,156.6932572,NA,NA,146.7482568,NA,2279.406929,0.576864146,360.6280166,NA,-32.76537607,2.6,40,"DRUGS, COSMETICS & HEALTH CARE","#Calc",5.04721129911111,36,6.2003189055,"EUR",-37.8125873691111,-0.0045337218911609,0.00025307642030073,0.158211336471725,7.73167056925206,0,0,-0.0018996268913904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"345","NL0011585146","IT",2016,0.3129275,626.5899387,0,185.437374,278.7904651,0.185154023,82.71324206,-0.098192506,0.170069414,-10.63984905,-0.113277115,4060.369687,568.6367483,678.8013421,NA,14.66500401,1.6,23,"AUTOMOTIVE","#Calc",6.79745625763158,19,5.772688377,"EUR",7.86754775236842,0.44493287855597,0.140045560413031,0.167177226318407,8.30902930436177,0,0,-0.0681784453656755,0,0,1,0,3,0,1,0,0,2,0,0,3,0,5,0,8,0,0,0,0,"report",36,7,"noSDG","no GC-member","no GRI","no report<IR>"
"346","NL0011585146","IT",2020,0.2781,755.1054125,0,66.29521559,103.7958159,NA,-106.1989993,NA,NA,-143.6995996,NA,7661.927369,152.6308743,806.4008439,NA,11.31473002,3.1,48,"AUTOMOTIVE","#Calc",2.85011431084211,19,3.07325989,"EUR",8.4646157091579,0.137458709978456,0.0199206892664555,0.105247779711758,8.94401884583691,0,0,-0.013272883290345,0,0,5,0,0,0,12,5,0,4,0,0,39,0,1,3,18,14,0,127,0,"report",171,8,"SDG","no GC-member","GRI","no report<IR>"
"347","NL0012015705","NL",2016,0.25,-30.0376798,0,4.002221607,1.371684575,-0.129604158,8.881104525,-0.379604158,-0.05258991,11.51164156,-0.30258991,250.2942764,0,NA,NA,-17.19614331,NA,NA,"FOOD","#Calc",6.32797143857143,7,6.607017231,"EUR",-23.5241147485714,-0.0456654636487603,0,NA,5.52263733121663,0,0,-0.00578031106147979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"348","NL0012015705","NL",2020,0.25,-169.8561968,0,5.699872375,37.61915767,NA,80.08320686,NA,NA,48.16392156,NA,12786.0971,7.660283097,1.139974475,NA,-2.45589667,NA,NA,"FOOD","#Calc",6.28121465071429,7,6.948916363,"EUR",-8.73711132071429,-0.22147651000508,0.000599110349083772,8.91573453638171e-05,9.45611369554154,0,0,-0.00297540350776782,4,1,0,0,0,0,1,0,0,0,0,0,2,0,0,0,1,4,0,0,0,"report",10,5,"SDG","no GC-member","no GRI","no report<IR>"
"349","NL0012969182","NL",2016,0.25,132.2005257,0,24.64496826,10.80975941,0.19941249,-22.24037202,-0.05058751,0.200634374,-8.405163163,-0.049365626,1450.917217,326.084734,NA,NA,10.87919586,NA,NA,"FINANCIAL","#Calc",2.08509234842,51,0.847694817,"EUR",8.79410351158,0.0817679003374795,0.224743858698039,NA,7.27995119887897,0,0,-0.0072225058555839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"350","NL0012969182","NL",2020,0.25,368.4169508,0,70.86195333,82.03826309,0.729862126,-10.06597461,0.479862126,0.631816232,-21.24228437,0.381816232,5088.084799,223.3209154,NA,NA,9.551033737,1.4,8,"FINANCIAL","#Calc",2.56631717723529,51,0.887665161,"EUR",6.9847165597647,0.222677764722437,0.0438909578401466,NA,8.5346567713512,0,0,-0.0159425842762964,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"351","NL0013267909","NL",2016,0.25,920.356102,0,258.8501537,315.2662128,0.299258493,85.17718732,0.049258493,0.28330872,28.76112819,0.03330872,17448.72868,41.67556844,284.2926902,NA,5.119054944,4.2,100,"CHEMICALS","#Calc",11.6110565129444,18,9.6708776455,"EUR",-6.49200156894444,0.342548076896436,0.0023884587355507,0.0162930317396625,9.76702206996219,0,0,-0.0179362822521119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"352","NL0013267909","NL",2020,0.25,1019.137181,0,274.7338485,188.0957884,NA,-66.68850678,NA,NA,19.94955331,NA,16570.53714,50.29585799,271.313925,NA,6.652033186,4.2,94,"CHEMICALS","#Calc",8.84973133683333,18,7.2184054875,"EUR",-2.19769815083333,0.184563758350408,0.00303525815518615,0.0163732727978424,9.71538152631042,0,0,-0.0111974611251196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"353","NL0013654783","NL",2016,0.25,-1508.000013,8.6402e-12,11.0000001,61.00000053,0.057659987,438.0000038,-0.192340013,0.040853263,388.0000034,-0.209146737,17909.00063,27.12813222,NA,NA,NA,NA,NA,"RETAILERS","#Calc",9.188784843,10,7.514036202,"EUR",NA,-0.0404509283847068,0.00151477644009665,NA,9.79305869394458,0,0,-0.00361661724741924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"354","NL0013654783","NL",2020,0.25,237.0000022,0,-67.00000061,105.000001,NA,45.75000042,NA,0.11359852,-126.2500011,-0.197199625,55732.0001,21.16371404,NA,NA,0.508341439,1.8,9,"RETAILERS","#Calc",5.6937699179,10,5.8812420105,"EUR",-5.1854284789,0.443037974790365,0.000379740795270687,NA,10.9283097690278,0,0,-0.00187338514331374,1,3,1,2,5,0,6,6,0,1,0,3,34,0,8,21,14,25,1,0,1,"report",105,13,"SDG","GC-member","no GRI","<IR>"
"355","NL00150001Q9","IT",2016,0.3129275,3086.290294,0,1429.206831,NA,NA,NA,NA,0.34158419,463.4217255,0.058493022,110055.7757,125.4590985,3621.689757,NA,2.655928718,NA,NA,"AUTOMOTIVE","#Calc",6.79745625763158,19,5.772688377,"EUR",-4.14152753963158,NA,0.00113995924068527,0.0329077663935815,11.6087425680854,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"356","NL00150001Q9","IT",2020,0.2781,3324.165569,0,574.5471354,NA,NA,NA,NA,0.182365813,-349.9033093,-0.079735277,92114.95889,64.35448269,2543.283054,NA,3.364699502,4.3,94,"AUTOMOTIVE","#Calc",2.85011431084211,19,3.07325989,"EUR",0.514585191157895,NA,0.000698632268477149,0.0276098810078946,11.4307926291415,0,0,NA,3,4,62,2,18,4,24,6,2,39,3,5,114,0,71,14,75,43,1,439,1,"report",2847,16,"SDG","GC-member","GRI","<IR>"
"357","SE0000103699","SE",2016,0.22,789.7141891,0,150.1109616,101.8807632,0.175247285,-71.85635845,-0.042317667,0.165286929,-23.62616004,-0.052278023,8347.396762,37.51092466,368.4742911,NA,9.397494959,NA,NA,"ELECTRONICS","#Calc",7.28321580276316,38,8.019655121,"EUR",2.11427915623684,0.129009665276635,0.00449372729361106,0.0441424196795595,9.02970500420614,0,0,-0.0119969608297361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"no report",0,0,"noSDG","no GC-member","no GRI","no report<IR>"
"358","SE0000103699","SE",2020,0.214,865.9246181,0,153.7825579,186.0438358,0.022883178,0.735967527,-0.20016444,-0.003718727,-31.52531037,-0.226766345,13096.38991,44.61649929,527.4661938,NA,7.280975686,3.3,57,"ELECTRONICS","#Calc",11.2202530311842,38,10.49711165,"EUR",-3.93927734518421,0.214849921010694,0.00340677847839061,0.0402756940977485,9.48009189182095,0,0,-0.0140642389531044,0,1,0,1,0,0,14,1,0,1,1,0,7,0,3,2,4,2,0,0,0,"report",10,10,"SDG","no GC-member","no GRI","no report<IR>"
"359","SE0000107419","SE",2016,0.22,3924.649101,0,52.90953047,51.04076118,0.022779005,-812.3820411,-0.193351685,0.017333012,-810.5132718,-0.198797678,40735.74957,18.31096685,NA,NA,9.506968533,NA,NA,"FINANCIAL","#Calc",2.08509234842,51,0.847694817,"EUR",7.42187618458,0.0130051782634516,0.000449506073738365,NA,10.6148613537047,0,0,-0.00104101516740054,0,0,0,0,0,0,3,0,0,0,0,0,1,0,0,0,1,0,0,0,0,"report",1,3,"noSDG","no GC-member","no GRI","no report<IR>"
"360","SE0000107419","SE",2020,0.214,5573.214812,0,50.30016487,137.2118968,0.138000389,-1055.456073,-0.092200086,0.200206224,-1142.367805,-0.029994251,69632.08814,18.72634442,NA,NA,9.412999481,3.1,41,"FINANCIAL","#Calc",2.56631717723529,51,0.887665161,"EUR",6.84668230376471,0.0246198830349337,0.000268932684918904,NA,11.1509807765721,0,0,-0.00179924544055645,0,0,2,0,1,0,5,2,0,2,0,0,11,0,1,3,5,6,0,12,0,"report",15,9,"SDG","no GC-member","GRI","no report<IR>"
"361","SE0000108656","SE",2016,0.22,466.6083316,0,248.8967096,724.1480991,NA,621.4942662,NA,72.04932951,146.2428766,72.61887874,31575.74276,19.08637719,3374.997334,NA,1.390999761,4.3,98,"ELECTRONICS","#Calc",7.28321580276316,38,8.019655121,"EUR",-5.89221604176316,1.55193992489782,0.000604463284840873,0.106885762265438,10.3601444706158,0,0,-0.0229011734186829,4,3,6,3,2,2,10,1,0,6,9,0,34,0,1,38,43,71,35,68,0,"report",940,14,"SDG","GC-member","GRI","no report<IR>"
"362","SE0000108656","SE",2020,0.214,2988.677183,0,1041.745747,468.5628749,0.27186669,-171.0140422,0.028620735,0.308371603,402.1688301,0.065125648,33307.1948,45.52691695,4314.515654,NA,9.95956078,4.7,99,"ELECTRONICS","#Calc",11.2202530311842,38,10.49711165,"EUR",-1.26069225118421,0.156779352940909,0.00136687935514762,0.129537046872527,10.413528712691,0,0,-0.0138758940374162,0,0,28,0,0,0,5,2,0,7,0,0,37,0,1,17,20,15,30,20,0,"report",210,8,"SDG","GC-member","GRI","no report<IR>"
