"","ISIN","Country","year","str"
"1300","JP3546800008","JP",2017,0.2997
"1301","JP3546800008","JP",2016,0.2997
"1302","JP3546800008","JP",2015,0.3211
"1303","JP3546800008","JP",2014,0.3699
"1304","JP3546800008","JP",2013,0.3699
"1305","JP3546800008","JP",2012,0.3954
"1306","JP3910660004","JP",2020,0.2974
"1307","JP3910660004","JP",2019,0.2974
"1308","JP3910660004","JP",2018,0.2974
"1309","JP3910660004","JP",2017,0.2997
"1310","JP3910660004","JP",2016,0.2997
"1311","JP3910660004","JP",2015,0.3211
"1312","JP3910660004","JP",2014,0.3699
"1313","JP3910660004","JP",2013,0.3699
"1314","JP3910660004","JP",2012,0.3954
"1315","JP3571400005","JP",2020,0.2974
"1316","JP3571400005","JP",2019,0.2974
"1317","JP3571400005","JP",2018,0.2974
"1318","JP3571400005","JP",2017,0.2997
"1319","JP3571400005","JP",2016,0.2997
"1320","JP3571400005","JP",2015,0.3211
"1321","JP3571400005","JP",2014,0.3699
"1322","JP3571400005","JP",2013,0.3699
"1323","JP3571400005","JP",2012,0.3954
"1324","JP3592200004","JP",2020,0.2974
"1325","JP3592200004","JP",2019,0.2974
"1326","JP3592200004","JP",2018,0.2974
"1327","JP3592200004","JP",2017,0.2997
"1328","JP3592200004","JP",2016,0.2997
"1329","JP3592200004","JP",2015,0.3211
"1330","JP3592200004","JP",2014,0.3699
"1331","JP3592200004","JP",2013,0.3699
"1332","JP3592200004","JP",2012,0.3954
"1333","JP3634600005","JP",2020,0.2974
"1334","JP3634600005","JP",2019,0.2974
"1335","JP3634600005","JP",2018,0.2974
"1336","JP3634600005","JP",2017,0.2997
"1337","JP3634600005","JP",2016,0.2997
"1338","JP3634600005","JP",2015,0.3211
"1339","JP3634600005","JP",2014,0.3699
"1340","JP3634600005","JP",2013,0.3699
"1341","JP3634600005","JP",2012,0.3954
"1342","JP3633400001","JP",2020,0.2974
"1343","JP3633400001","JP",2019,0.2974
"1344","JP3633400001","JP",2018,0.2974
"1345","JP3633400001","JP",2017,0.2997
"1346","JP3633400001","JP",2016,0.2997
"1347","JP3633400001","JP",2015,0.3211
"1348","JP3633400001","JP",2014,0.3699
"1349","JP3633400001","JP",2013,0.3699
"1350","JP3633400001","JP",2012,0.3954
"1351","JP3951600000","JP",2020,0.2974
"1352","JP3951600000","JP",2019,0.2974
"1353","JP3951600000","JP",2018,0.2974
"1354","JP3951600000","JP",2017,0.2997
"1355","JP3951600000","JP",2016,0.2997
"1356","JP3951600000","JP",2015,0.3211
"1357","JP3951600000","JP",2014,0.3699
"1358","JP3951600000","JP",2013,0.3699
"1359","JP3951600000","JP",2012,0.3954
"1360","JP3933800009","JP",2020,0.2974
"1361","JP3933800009","JP",2019,0.2974
"1362","JP3933800009","JP",2018,0.2974
"1363","JP3933800009","JP",2017,0.2997
"1364","JP3933800009","JP",2016,0.2997
"1365","JP3933800009","JP",2015,0.3211
"1366","JP3933800009","JP",2014,0.3699
"1367","JP3933800009","JP",2013,0.3699
"1368","JP3933800009","JP",2012,0.3954
"1369","KR7068270008","KR",2020,0.275
"1370","KR7068270008","KR",2019,0.275
"1371","KR7068270008","KR",2018,0.275
"1372","KR7068270008","KR",2017,0.242
"1373","KR7068270008","KR",2016,0.242
"1374","KR7068270008","KR",2015,0.242
"1375","KR7068270008","KR",2014,0.242
"1376","KR7068270008","KR",2013,0.242
"1377","KR7068270008","KR",2012,0.242
"1378","KR7012330007","KR",2020,0.275
"1379","KR7012330007","KR",2019,0.275
"1380","KR7012330007","KR",2018,0.275
"1381","KR7012330007","KR",2017,0.242
"1382","KR7012330007","KR",2016,0.242
"1383","KR7012330007","KR",2015,0.242
"1384","KR7012330007","KR",2014,0.242
"1385","KR7012330007","KR",2013,0.242
"1386","KR7012330007","KR",2012,0.242
"1387","KR7005380001","KR",2020,0.275
"1388","KR7005380001","KR",2019,0.275
"1389","KR7005380001","KR",2018,0.275
"1390","KR7005380001","KR",2017,0.242
"1391","KR7005380001","KR",2016,0.242
"1392","KR7005380001","KR",2015,0.242
"1393","KR7005380001","KR",2014,0.242
"1394","KR7005380001","KR",2013,0.242
"1395","KR7005380001","KR",2012,0.242
"1396","KR7035720002","KR",2020,0.275
"1397","KR7035720002","KR",2019,0.275
"1398","KR7035720002","KR",2018,0.275
"1399","KR7035720002","KR",2017,0.242
"1400","KR7035720002","KR",2016,0.242
"1401","KR7035720002","KR",2015,0.242
"1402","KR7035720002","KR",2014,0.242
"1403","KR7035720002","KR",2013,0.242
"1404","KR7035720002","KR",2012,0.242
"1405","KR7105560007","KR",2020,0.275
"1406","KR7105560007","KR",2019,0.275
"1407","KR7105560007","KR",2018,0.275
"1408","KR7105560007","KR",2017,0.242
"1409","KR7105560007","KR",2016,0.242
"1410","KR7105560007","KR",2015,0.242
"1411","KR7105560007","KR",2014,0.242
"1412","KR7105560007","KR",2013,0.242
"1413","KR7105560007","KR",2012,0.242
"1414","KR7000270009","KR",2020,0.275
"1415","KR7000270009","KR",2019,0.275
"1416","KR7000270009","KR",2018,0.275
"1417","KR7000270009","KR",2017,0.242
"1418","KR7000270009","KR",2016,0.242
"1419","KR7000270009","KR",2015,0.242
"1420","KR7000270009","KR",2014,0.242
"1421","KR7000270009","KR",2013,0.242
"1422","KR7000270009","KR",2012,0.242
"1423","KR7035420009","KR",2020,0.275
"1424","KR7035420009","KR",2019,0.275
"1425","KR7035420009","KR",2018,0.275
"1426","KR7035420009","KR",2017,0.242
"1427","KR7035420009","KR",2016,0.242
"1428","KR7035420009","KR",2015,0.242
"1429","KR7035420009","KR",2014,0.242
"1430","KR7035420009","KR",2013,0.242
"1431","KR7035420009","KR",2012,0.242
"1432","KR7036570000","KR",2020,0.275
"1433","KR7036570000","KR",2019,0.275
"1434","KR7036570000","KR",2018,0.275
"1435","KR7036570000","KR",2017,0.242
"1436","KR7036570000","KR",2016,0.242
"1437","KR7036570000","KR",2015,0.242
"1438","KR7036570000","KR",2014,0.242
"1439","KR7036570000","KR",2013,0.242
"1440","KR7036570000","KR",2012,0.242
"1441","KR7005490008","KR",2020,0.275
"1442","KR7005490008","KR",2019,0.275
"1443","KR7005490008","KR",2018,0.275
"1444","KR7005490008","KR",2017,0.242
"1445","KR7005490008","KR",2016,0.242
"1446","KR7005490008","KR",2015,0.242
"1447","KR7005490008","KR",2014,0.242
"1448","KR7005490008","KR",2013,0.242
"1449","KR7005490008","KR",2012,0.242
"1450","KR7028260008","KR",2020,0.275
"1451","KR7028260008","KR",2019,0.275
"1452","KR7028260008","KR",2018,0.275
"1453","KR7028260008","KR",2017,0.242
"1454","KR7028260008","KR",2016,0.242
"1455","KR7028260008","KR",2015,0.242
"1456","KR7028260008","KR",2014,0.242
"1457","KR7028260008","KR",2013,0.242
"1458","KR7028260008","KR",2012,0.242
"1459","KR7005930003","KR",2020,0.275
"1460","KR7005930003","KR",2019,0.275
"1461","KR7005930003","KR",2018,0.275
"1462","KR7005930003","KR",2017,0.242
"1463","KR7005930003","KR",2016,0.242
"1464","KR7005930003","KR",2015,0.242
"1465","KR7005930003","KR",2014,0.242
"1466","KR7005930003","KR",2013,0.242
"1467","KR7005930003","KR",2012,0.242
"1468","KR7006400006","KR",2020,0.275
"1469","KR7006400006","KR",2019,0.275
"1470","KR7006400006","KR",2018,0.275
"1471","KR7006400006","KR",2017,0.242
"1472","KR7006400006","KR",2016,0.242
"1473","KR7006400006","KR",2015,0.242
"1474","KR7006400006","KR",2014,0.242
"1475","KR7006400006","KR",2013,0.242
"1476","KR7006400006","KR",2012,0.242
"1477","KR7017670001","KR",2020,0.275
"1478","KR7017670001","KR",2019,0.275
"1479","KR7017670001","KR",2018,0.275
"1480","KR7017670001","KR",2017,0.242
"1481","KR7017670001","KR",2016,0.242
"1482","KR7017670001","KR",2015,0.242
"1483","KR7017670001","KR",2014,0.242
"1484","KR7017670001","KR",2013,0.242
"1485","KR7017670001","KR",2012,0.242
"1486","NL0012969182","NL",2020,0.25
"1487","NL0012969182","NL",2019,0.25
"1488","NL0012969182","NL",2018,0.25
"1489","NL0012969182","NL",2017,0.25
"1490","NL0012969182","NL",2016,0.25
"1491","NL0012969182","NL",2015,0.25
"1492","NL0012969182","NL",2014,0.25
"1493","NL0012969182","NL",2013,0.25
"1494","NL0012969182","NL",2012,0.25
"1495","NL0013267909","NL",2020,0.25
"1496","NL0013267909","NL",2019,0.25
"1497","NL0013267909","NL",2018,0.25
"1498","NL0013267909","NL",2017,0.25
"1499","NL0013267909","NL",2016,0.25
"1500","NL0013267909","NL",2015,0.25
"1501","NL0013267909","NL",2014,0.25
"1502","NL0013267909","NL",2013,0.25
"1503","NL0013267909","NL",2012,0.25
"1504","NL0000009165","NL",2020,0.25
"1505","NL0000009165","NL",2019,0.25
"1506","NL0000009165","NL",2018,0.25
"1507","NL0000009165","NL",2017,0.25
"1508","NL0000009165","NL",2016,0.25
"1509","NL0000009165","NL",2015,0.25
"1510","NL0000009165","NL",2014,0.25
"1511","NL0000009165","NL",2013,0.25
"1512","NL0000009165","NL",2012,0.25
"1513","NL0012015705","NL",2020,0.25
"1514","NL0012015705","NL",2019,0.25
"1515","NL0012015705","NL",2018,0.25
"1516","NL0012015705","NL",2017,0.25
"1517","NL0012015705","NL",2016,0.25
"1518","NL0012015705","NL",2015,0.25
"1519","NL0012015705","NL",2014,0.25
"1520","NL0012015705","NL",2013,0.25
"1521","NL0012015705","NL",2012,0.25
"1522","NL0000009082","NL",2020,0.25
"1523","NL0000009082","NL",2019,0.25
"1524","NL0000009082","NL",2018,0.25
"1525","NL0000009082","NL",2017,0.25
"1526","NL0000009082","NL",2016,0.25
"1527","NL0000009082","NL",2015,0.25
"1528","NL0000009082","NL",2014,0.25
"1529","NL0000009082","NL",2013,0.25
"1530","NL0000009082","NL",2012,0.25
"1531","NL0010773842","NL",2020,0.25
"1532","NL0010773842","NL",2019,0.25
"1533","NL0010773842","NL",2018,0.25
"1534","NL0010773842","NL",2017,0.25
"1535","NL0010773842","NL",2016,0.25
"1536","NL0010773842","NL",2015,0.25
"1537","NL0010773842","NL",2014,0.25
"1538","NL0010773842","NL",2013,0.25
"1539","NL0010773842","NL",2012,0.25
"1540","NL0000009538","NL",2020,0.25
"1541","NL0000009538","NL",2019,0.25
"1542","NL0000009538","NL",2018,0.25
"1543","NL0000009538","NL",2017,0.25
"1544","NL0000009538","NL",2016,0.25
"1545","NL0000009538","NL",2015,0.25
"1546","NL0000009538","NL",2014,0.25
"1547","NL0000009538","NL",2013,0.25
"1548","NL0000009538","NL",2012,0.25
"1549","NL0013654783","NL",2020,0.25
"1550","NL0013654783","NL",2019,0.25
"1551","NL0013654783","NL",2018,0.25
"1552","NL0013654783","NL",2017,0.25
"1553","NL0013654783","NL",2016,0.25
"1554","NL0013654783","NL",2015,0.25
"1555","NL0013654783","NL",2014,0.25
"1556","NL0013654783","NL",2013,0.25
"1557","NL0013654783","NL",2012,0.25
"1558","NL0000395903","NL",2020,0.25
"1559","NL0000395903","NL",2019,0.25
"1560","NL0000395903","NL",2018,0.25
"1561","NL0000395903","NL",2017,0.25
"1562","NL0000395903","NL",2016,0.25
"1563","NL0000395903","NL",2015,0.25
"1564","NL0000395903","NL",2014,0.25
"1565","NL0000395903","NL",2013,0.25
"1566","NL0000395903","NL",2012,0.25
"1567","SE0011166610","SE",2020,0.214
"1568","SE0011166610","SE",2019,0.214
"1569","SE0011166610","SE",2018,0.22
"1570","SE0011166610","SE",2017,0.22
"1571","SE0011166610","SE",2016,0.22
"1572","SE0011166610","SE",2015,0.22
"1573","SE0011166610","SE",2014,0.22
"1574","SE0011166610","SE",2013,0.22
"1575","SE0011166610","SE",2012,0.263
"1576","SE0012853455","SE",2020,0.214
"1577","SE0012853455","SE",2019,0.214
"1578","SE0012853455","SE",2018,0.22
"1579","SE0012853455","SE",2017,0.22
"1580","SE0012853455","SE",2016,0.22
"1581","SE0012853455","SE",2015,0.22
"1582","SE0012853455","SE",2014,0.22
"1583","SE0012853455","SE",2013,0.22
"1584","SE0012853455","SE",2012,0.263
"1585","SE0000108656","SE",2020,0.214
"1586","SE0000108656","SE",2019,0.214
"1587","SE0000108656","SE",2018,0.22
"1588","SE0000108656","SE",2017,0.22
"1589","SE0000108656","SE",2016,0.22
"1590","SE0000108656","SE",2015,0.22
"1591","SE0000108656","SE",2014,0.22
"1592","SE0000108656","SE",2013,0.22
"1593","SE0000108656","SE",2012,0.263
"1594","SE0009922164","SE",2020,0.214
"1595","SE0009922164","SE",2019,0.214
"1596","SE0009922164","SE",2018,0.22
"1597","SE0009922164","SE",2017,0.22
"1598","SE0009922164","SE",2016,0.22
"1599","SE0009922164","SE",2015,0.22
"1600","SE0009922164","SE",2014,0.22
"1601","SE0009922164","SE",2013,0.22
"1602","SE0009922164","SE",2012,0.263
"1603","SE0012673267","SE",2020,0.214
"1604","SE0012673267","SE",2019,0.214
"1605","SE0012673267","SE",2018,0.22
"1606","SE0012673267","SE",2017,0.22
"1607","SE0012673267","SE",2016,0.22
"1608","SE0012673267","SE",2015,0.22
"1609","SE0012673267","SE",2014,0.22
"1610","SE0012673267","SE",2013,0.22
"1611","SE0012673267","SE",2012,0.263
"1612","SE0000103699","SE",2020,0.214
"1613","SE0000103699","SE",2019,0.214
"1614","SE0000103699","SE",2018,0.22
"1615","SE0000103699","SE",2017,0.22
"1616","SE0000103699","SE",2016,0.22
"1617","SE0000103699","SE",2015,0.22
"1618","SE0000103699","SE",2014,0.22
"1619","SE0000103699","SE",2013,0.22
"1620","SE0000103699","SE",2012,0.263
"1621","SE0000107419","SE",2020,0.214
"1622","SE0000107419","SE",2019,0.214
"1623","SE0000107419","SE",2018,0.22
"1624","SE0000107419","SE",2017,0.22
"1625","SE0000107419","SE",2016,0.22
"1626","SE0000107419","SE",2015,0.22
"1627","SE0000107419","SE",2014,0.22
"1628","SE0000107419","SE",2013,0.22
"1629","SE0000107419","SE",2012,0.263
"1630","FI4000297767","SE",2020,0.214
"1631","FI4000297767","SE",2019,0.214
"1632","FI4000297767","SE",2018,0.22
"1633","FI4000297767","SE",2017,0.22
"1634","FI4000297767","SE",2016,0.22
"1635","FI4000297767","SE",2015,0.22
"1636","FI4000297767","SE",2014,0.22
"1637","FI4000297767","SE",2013,0.22
"1638","FI4000297767","SE",2012,0.263
"1639","SE0000667891","SE",2020,0.214
"1640","SE0000667891","SE",2019,0.214
"1641","SE0000667891","SE",2018,0.22
"1642","SE0000667891","SE",2017,0.22
"1643","SE0000667891","SE",2016,0.22
"1644","SE0000667891","SE",2015,0.22
"1645","SE0000667891","SE",2014,0.22
"1646","SE0000667891","SE",2013,0.22
"1647","SE0000667891","SE",2012,0.263
"1648","SE0000148884","SE",2020,0.214
"1649","SE0000148884","SE",2019,0.214
"1650","SE0000148884","SE",2018,0.22
"1651","SE0000148884","SE",2017,0.22
"1652","SE0000148884","SE",2016,0.22
"1653","SE0000148884","SE",2015,0.22
"1654","SE0000148884","SE",2014,0.22
"1655","SE0000148884","SE",2013,0.22
"1656","SE0000148884","SE",2012,0.263
"1657","SE0007100599","SE",2020,0.214
"1658","SE0007100599","SE",2019,0.214
"1659","SE0007100599","SE",2018,0.22
"1660","SE0007100599","SE",2017,0.22
"1661","SE0007100599","SE",2016,0.22
"1662","SE0007100599","SE",2015,0.22
"1663","SE0007100599","SE",2014,0.22
"1664","SE0007100599","SE",2013,0.22
"1665","SE0007100599","SE",2012,0.263
"1666","SE0000242455","SE",2020,0.214
"1667","SE0000242455","SE",2019,0.214
"1668","SE0000242455","SE",2018,0.22
"1669","SE0000242455","SE",2017,0.22
"1670","SE0000242455","SE",2016,0.22
"1671","SE0000242455","SE",2015,0.22
"1672","SE0000242455","SE",2014,0.22
"1673","SE0000242455","SE",2013,0.22
"1674","SE0000242455","SE",2012,0.263
"1675","SE0000310336","SE",2020,0.214
"1676","SE0000310336","SE",2019,0.214
"1677","SE0000310336","SE",2018,0.22
"1678","SE0000310336","SE",2017,0.22
"1679","SE0000310336","SE",2016,0.22
"1680","SE0000310336","SE",2015,0.22
"1681","SE0000310336","SE",2014,0.22
"1682","SE0000310336","SE",2013,0.22
"1683","SE0000310336","SE",2012,0.263
"1684","SE0000115446","SE",2020,0.214
"1685","SE0000115446","SE",2019,0.214
"1686","SE0000115446","SE",2018,0.22
"1687","SE0000115446","SE",2017,0.22
"1688","SE0000115446","SE",2016,0.22
"1689","SE0000115446","SE",2015,0.22
"1690","SE0000115446","SE",2014,0.22
"1691","SE0000115446","SE",2013,0.22
"1692","SE0000115446","SE",2012,0.263
"1693","TW0002882008","TW",2020,0.2
"1694","TW0002882008","TW",2019,0.2
"1695","TW0002882008","TW",2018,0.2
"1696","TW0002882008","TW",2017,0.17
"1697","TW0002882008","TW",2016,0.17
"1698","TW0002882008","TW",2015,0.17
"1699","TW0002882008","TW",2014,0.17
"1700","TW0002882008","TW",2013,0.17
"1701","TW0002882008","TW",2012,0.17
"1702","TW0002002003","TW",2020,0.2
"1703","TW0002002003","TW",2019,0.2
"1704","TW0002002003","TW",2018,0.2
"1705","TW0002002003","TW",2017,0.17
"1706","TW0002002003","TW",2016,0.17
"1707","TW0002002003","TW",2015,0.17
"1708","TW0002002003","TW",2014,0.17
"1709","TW0002002003","TW",2013,0.17
"1710","TW0002002003","TW",2012,0.17
"1711","TW0002412004","TW",2020,0.2
"1712","TW0002412004","TW",2019,0.2
"1713","TW0002412004","TW",2018,0.2
"1714","TW0002412004","TW",2017,0.17
"1715","TW0002412004","TW",2016,0.17
"1716","TW0002412004","TW",2015,0.17
"1717","TW0002412004","TW",2014,0.17
"1718","TW0002412004","TW",2013,0.17
"1719","TW0002412004","TW",2012,0.17
"1720","TW0001326007","TW",2020,0.2
"1721","TW0001326007","TW",2019,0.2
"1722","TW0001326007","TW",2018,0.2
"1723","TW0001326007","TW",2017,0.17
"1724","TW0001326007","TW",2016,0.17
"1725","TW0001326007","TW",2015,0.17
"1726","TW0001326007","TW",2014,0.17
"1727","TW0001326007","TW",2013,0.17
"1728","TW0001326007","TW",2012,0.17
"1729","TW0001301000","TW",2020,0.2
"1730","TW0001301000","TW",2019,0.2
"1731","TW0001301000","TW",2018,0.2
"1732","TW0001301000","TW",2017,0.17
"1733","TW0001301000","TW",2016,0.17
"1734","TW0001301000","TW",2015,0.17
"1735","TW0001301000","TW",2014,0.17
"1736","TW0001301000","TW",2013,0.17
"1737","TW0001301000","TW",2012,0.17
"1738","TW0002881000","TW",2020,0.2
"1739","TW0002881000","TW",2019,0.2
"1740","TW0002881000","TW",2018,0.2
"1741","TW0002881000","TW",2017,0.17
"1742","TW0002881000","TW",2016,0.17
"1743","TW0002881000","TW",2015,0.17
"1744","TW0002881000","TW",2014,0.17
"1745","TW0002881000","TW",2013,0.17
"1746","TW0002881000","TW",2012,0.17
"1747","TW0002317005","TW",2020,0.2
"1748","TW0002317005","TW",2019,0.2
"1749","TW0002317005","TW",2018,0.2
"1750","TW0002317005","TW",2017,0.17
"1751","TW0002317005","TW",2016,0.17
"1752","TW0002317005","TW",2015,0.17
"1753","TW0002317005","TW",2014,0.17
"1754","TW0002317005","TW",2013,0.17
"1755","TW0002317005","TW",2012,0.17
"1756","TW0002454006","TW",2020,0.2
"1757","TW0002454006","TW",2019,0.2
"1758","TW0002454006","TW",2018,0.2
"1759","TW0002454006","TW",2017,0.17
"1760","TW0002454006","TW",2016,0.17
"1761","TW0002454006","TW",2015,0.17
"1762","TW0002454006","TW",2014,0.17
"1763","TW0002454006","TW",2013,0.17
"1764","TW0002454006","TW",2012,0.17
"1765","TW0002886009","TW",2020,0.2
"1766","TW0002886009","TW",2019,0.2
"1767","TW0002886009","TW",2018,0.2
"1768","TW0002886009","TW",2017,0.17
"1769","TW0002886009","TW",2016,0.17
"1770","TW0002886009","TW",2015,0.17
"1771","TW0002886009","TW",2014,0.17
"1772","TW0002886009","TW",2013,0.17
"1773","TW0002886009","TW",2012,0.17
"1774","TW0001303006","TW",2020,0.2
"1775","TW0001303006","TW",2019,0.2
"1776","TW0001303006","TW",2018,0.2
"1777","TW0001303006","TW",2017,0.17
"1778","TW0001303006","TW",2016,0.17
"1779","TW0001303006","TW",2015,0.17
"1780","TW0001303006","TW",2014,0.17
"1781","TW0001303006","TW",2013,0.17
"1782","TW0001303006","TW",2012,0.17
"1783","TW0001216000","TW",2020,0.2
"1784","TW0001216000","TW",2019,0.2
"1785","TW0001216000","TW",2018,0.2
"1786","TW0001216000","TW",2017,0.17
"1787","TW0001216000","TW",2016,0.17
"1788","TW0001216000","TW",2015,0.17
"1789","TW0001216000","TW",2014,0.17
"1790","TW0001216000","TW",2013,0.17
"1791","TW0001216000","TW",2012,0.17
"1792","TW0002303005","TW",2020,0.2
"1793","TW0002303005","TW",2019,0.2
"1794","TW0002303005","TW",2018,0.2
"1795","TW0002303005","TW",2017,0.17
"1796","TW0002303005","TW",2016,0.17
"1797","TW0002303005","TW",2015,0.17
"1798","TW0002303005","TW",2014,0.17
"1799","TW0002303005","TW",2013,0.17
"1800","TW0002303005","TW",2012,0.17
"1801","US88579Y1010","US",2020,0.25766571
"1802","US88579Y1010","US",2019,0.25886141
"1803","US88579Y1010","US",2018,0.2583858
"1804","US88579Y1010","US",2017,0.38906474
"1805","US88579Y1010","US",2016,0.38923934
"1806","US88579Y1010","US",2015,0.389975
"1807","US88579Y1010","US",2014,0.390755
"1808","US88579Y1010","US",2013,0.390495
"1809","US88579Y1010","US",2012,0.39134
"1810","US00507V1098","US",2020,0.25766571
"1811","US00507V1098","US",2019,0.25886141
"1812","US00507V1098","US",2018,0.2583858
"1813","US00507V1098","US",2017,0.38906474
"1814","US00507V1098","US",2016,0.38923934
"1815","US00507V1098","US",2015,0.389975
"1816","US00507V1098","US",2014,0.390755
"1817","US00507V1098","US",2013,0.390495
"1818","US00507V1098","US",2012,0.39134
"1819","US00751Y1064","US",2020,0.25766571
"1820","US00751Y1064","US",2019,0.25886141
"1821","US00751Y1064","US",2018,0.2583858
"1822","US00751Y1064","US",2017,0.38906474
"1823","US00751Y1064","US",2016,0.38923934
"1824","US00751Y1064","US",2015,0.389975
"1825","US00751Y1064","US",2014,0.390755
"1826","US00751Y1064","US",2013,0.390495
"1827","US00751Y1064","US",2012,0.39134
"1828","US0010551028","US",2020,0.25766571
"1829","US0010551028","US",2019,0.25886141
"1830","US0010551028","US",2018,0.2583858
"1831","US0010551028","US",2017,0.38906474
"1832","US0010551028","US",2016,0.38923934
"1833","US0010551028","US",2015,0.389975
"1834","US0010551028","US",2014,0.390755
"1835","US0010551028","US",2013,0.390495
"1836","US0010551028","US",2012,0.39134
"1837","US0091581068","US",2020,0.25766571
"1838","US0091581068","US",2019,0.25886141
"1839","US0091581068","US",2018,0.2583858
"1840","US0091581068","US",2017,0.38906474
"1841","US0091581068","US",2016,0.38923934
"1842","US0091581068","US",2015,0.389975
"1843","US0091581068","US",2014,0.390755
"1844","US0091581068","US",2013,0.390495
"1845","US0091581068","US",2012,0.39134
"1846","US0152711091","US",2020,0.25766571
"1847","US0152711091","US",2019,0.25886141
"1848","US0152711091","US",2018,0.2583858
"1849","US0152711091","US",2017,0.38906474
"1850","US0152711091","US",2016,0.38923934
"1851","US0152711091","US",2015,0.389975
"1852","US0152711091","US",2014,0.390755
"1853","US0152711091","US",2013,0.390495
"1854","US0152711091","US",2012,0.39134
"1855","US0311001004","US",2020,0.25766571
"1856","US0311001004","US",2019,0.25886141
"1857","US0311001004","US",2018,0.2583858
"1858","US0311001004","US",2017,0.38906474
"1859","US0311001004","US",2016,0.38923934
"1860","US0311001004","US",2015,0.389975
"1861","US0311001004","US",2014,0.390755
"1862","US0311001004","US",2013,0.390495
"1863","US0311001004","US",2012,0.39134
"1864","US0404131064","US",2020,0.25766571
"1865","US0404131064","US",2019,0.25886141
"1866","US0404131064","US",2018,0.2583858
"1867","US0404131064","US",2017,0.38906474
"1868","US0404131064","US",2016,0.38923934
"1869","US0404131064","US",2015,0.389975
"1870","US0404131064","US",2014,0.390755
"1871","US0404131064","US",2013,0.390495
"1872","US0404131064","US",2012,0.39134
"1873","US3635761097","US",2020,0.25766571
"1874","US3635761097","US",2019,0.25886141
"1875","US3635761097","US",2018,0.2583858
"1876","US3635761097","US",2017,0.38906474
"1877","US3635761097","US",2016,0.38923934
"1878","US3635761097","US",2015,0.389975
"1879","US3635761097","US",2014,0.390755
"1880","US3635761097","US",2013,0.390495
"1881","US3635761097","US",2012,0.39134
"1882","US0584981064","US",2020,0.25766571
"1883","US0584981064","US",2019,0.25886141
"1884","US0584981064","US",2018,0.2583858
"1885","US0584981064","US",2017,0.38906474
"1886","US0584981064","US",2016,0.38923934
"1887","US0584981064","US",2015,0.389975
"1888","US0584981064","US",2014,0.390755
"1889","US0584981064","US",2013,0.390495
"1890","US0584981064","US",2012,0.39134
"1891","US0605051046","US",2020,0.25766571
"1892","US0605051046","US",2019,0.25886141
"1893","US0605051046","US",2018,0.2583858
"1894","US0605051046","US",2017,0.38906474
"1895","US0605051046","US",2016,0.38923934
"1896","US0605051046","US",2015,0.389975
"1897","US0605051046","US",2014,0.390755
"1898","US0605051046","US",2013,0.390495
"1899","US0605051046","US",2012,0.39134
"1900","US0970231058","US",2020,0.25766571
"1901","US0970231058","US",2019,0.25886141
"1902","US0970231058","US",2018,0.2583858
"1903","US0970231058","US",2017,0.38906474
"1904","US0970231058","US",2016,0.38923934
"1905","US0970231058","US",2015,0.389975
"1906","US0970231058","US",2014,0.390755
"1907","US0970231058","US",2013,0.390495
"1908","US0970231058","US",2012,0.39134
"1909","US0995021062","US",2020,0.25766571
"1910","US0995021062","US",2019,0.25886141
"1911","US0995021062","US",2018,0.2583858
"1912","US0995021062","US",2017,0.38906474
"1913","US0995021062","US",2016,0.38923934
"1914","US0995021062","US",2015,0.389975
"1915","US0995021062","US",2014,0.390755
"1916","US0995021062","US",2013,0.390495
"1917","US0995021062","US",2012,0.39134
"1918","US1011211018","US",2020,0.25766571
"1919","US1011211018","US",2019,0.25886141
"1920","US1011211018","US",2018,0.2583858
"1921","US1011211018","US",2017,0.38906474
"1922","US1011211018","US",2016,0.38923934
"1923","US1011211018","US",2015,0.389975
"1924","US1011211018","US",2014,0.390755
"1925","US1011211018","US",2013,0.390495
"1926","US1011211018","US",2012,0.39134
"1927","US1156372096","US",2020,0.25766571
"1928","US1156372096","US",2019,0.25886141
"1929","US1156372096","US",2018,0.2583858
"1930","US1156372096","US",2017,0.38906474
"1931","US1156372096","US",2016,0.38923934
"1932","US1156372096","US",2015,0.389975
"1933","US1156372096","US",2014,0.390755
"1934","US1156372096","US",2013,0.390495
"1935","US1156372096","US",2012,0.39134
"1936","US12541W2098","US",2020,0.25766571
"1937","US12541W2098","US",2019,0.25886141
"1938","US12541W2098","US",2018,0.2583858
"1939","US12541W2098","US",2017,0.38906474
"1940","US12541W2098","US",2016,0.38923934
"1941","US12541W2098","US",2015,0.389975
"1942","US12541W2098","US",2014,0.390755
"1943","US12541W2098","US",2013,0.390495
"1944","US12541W2098","US",2012,0.39134
"1945","US14149Y1082","US",2020,0.25766571
"1946","US14149Y1082","US",2019,0.25886141
"1947","US14149Y1082","US",2018,0.2583858
"1948","US14149Y1082","US",2017,0.38906474
"1949","US14149Y1082","US",2016,0.38923934
"1950","US14149Y1082","US",2015,0.389975
"1951","US14149Y1082","US",2014,0.390755
"1952","US14149Y1082","US",2013,0.390495
"1953","US14149Y1082","US",2012,0.39134
"1954","US18915M1071","US",2020,0.25766571
"1955","US18915M1071","US",2019,0.25886141
"1956","US18915M1071","US",2018,0.2583858
"1957","US18915M1071","US",2017,0.38906474
"1958","US18915M1071","US",2016,0.38923934
"1959","US18915M1071","US",2015,0.389975
"1960","US18915M1071","US",2014,0.390755
"1961","US18915M1071","US",2013,0.390495
