Column1;ISIN;Company_Name;Country;Component;FF Mcap (BEUR);Factset_sector;Sector;TR_16;TR_17;TR_18;TR_19;TR_20;ctp_16;ctp_17;ctp_18;ctp_19;ctp_20;ptx_inc_16;ptx_inc_17;ptx_inc_18;ptx_inc_19;ptx_inc_20;SUS_ENV;SUS_SOC;SUS_GOV;SUS_CARBON;FTSE_ESG;FTSE_ESG_DATE
1;US0378331005;Apple Inc.;US;Large;16504;Electronic Technology;Information Technology;25.55725738;24.55647615;18.34218071;15.9438368;14.42816473;10444;11591;10417;15263;9501;61372;64089;72903;65737;67091;16.91665875;7.987507;8.644527;912676;3.8;06/21/2021
2;US5949181045;Microsoft Corp.;US;Large;1513;Technology Services;Information Technology;14.95114171;14.75535935;54.56763722;10.18128548;16.50765518;3900;2400;5500;8400;12500;19751;29901;36474;43688;53036;13.25771031;8.061940;4.732270;3669965;4.2;06/21/2021
3;US0231351067;Amazon.com Inc.;US;Large;11217;Retail Trade;Consumer Discretionary;36.61356629;20.20493957;10.62960661;16.98626216;11.84134337;412;957;1184;881;1713;3892;3806;11261;13976;24178;30.03220313;14.245063;9.841875;11260000;3;06/21/2021
4;US30303M1027;FACEBOOK CLASS A;US;Large;6024;Technology Services;Communication Services;18.3815306;22.62794989;12.81100903;25.49975818;12.15792646;1210;2117;3762;5182;4229;12518;20594;25361;24812;33180;28.785105;17.190926;10.481554;1928600;3.5;06/21/2021
5;US02079K1079;ALPHABET CLASS C;US;Large;5467;Technology Services;Communication Services;19.34575569;53.43654617;11.96402486;13.32996845;16.24932407;1643;6191;5671;8203;4990;24150;27193;34913;39625;48082;22.8884125;10.786460;11.618578;5183635;3.2;06/21/2021
6;US88160R1014;TESLA;US;Large;4418;Consumer Durables;Consumer Discretionary;#N/B;#N/B;#N/B;#N/B;25.30329289;16.385;65.695;35.409;54;115;-746.348;-2209.032;-1004.745;-665;1154;28.53825313;16.156228;9.608756;907668.45;2.5;06/21/2021
7;TW0002330008;TSMC;TW;Large;4249;Electronic Technology;#N/B;13.49700199;13.47744482;11.74434415;11.49906948;11.46264462;45943.301;63620.382;45382.523;52044.071;51362.365;382463.78;393147.089;394452.482;387001.114;581184.362;14.41126875;3.685922;5.198583;8769614;4.4;06/21/2021
8;US46625H1005;JPMorgan Chase & Co.;US;Large;3948;Finance;Financials;28.38487375;31.91922006;20.33657148;18.21528791;17.72530855;2405;4325;3542;5624;7661;34536;35900;40764;44545;35407;27.99958594;16.345173;10.551163;773954;3;06/21/2021
9;US4781601046;Johnson & Johnson;US;Large;3681;Health Technology;Health Care;16.47730142;92.64414644;15.01194511;12.74815328;10.8080257;2843;3312;4570;4191;4619;19803;17673;17999;17328;16497;29.01594938;20.034362;8.234212;1063692;4.3;06/21/2021
10;KR7005930003;Samsung Electronics Co Ltd;KR;Large;3148;Electronic Technology;#N/B;26.00654588;24.92922668;27.4936438;28.95918479;27.72789284;6132064;6827098;12449441;13221099;4770355;30713652;56195967;61159958;30019229;35838587;23.01582188;8.157216;13.890994;13800000;4;06/21/2021
11;US92826C8394;VISA Inc. Cl A;US;Large;3055;Finance;Information Technology;25.22466301;42.71421242;19.56114321;18.83902177;21.20377085;2842;3038;2285;2648;2671;8012;11694;12806;14884;13790;#N/B;#N/B;#N/B;#N/B;3.6;06/21/2021
12;US91324P1021;UnitedHealth Group Inc.;US;Large;3004;Health Services;Health Care;40.37764478;22.81965343;22.34069242;20.8108559;23.97550863;4726;4004;3257;3542;4935;11863;14023;15944;17981;20742;17.43914;11.516040;5.891600;170713;3;06/21/2021
13;US0846707026;Berkshire Hathaway Inc. Cl B;US;Large;298;Finance;Financials;27.44527282;-90.25505495;-8.022994251;20.35522318;22.33673891;4719;3286;4354;5415;7195;33667;23838;4001;102696;55693;16.34523125;3.796613;11.973119;185499744.1;1.1;06/21/2021
14;US2546871060;Walt Disney Co.;US;Large;2848;Consumer Services;Communication Services;34.15388754;32.07136641;11.2906511;21.73382173;#N/B;4133;3801;2503;9259;738;14868;13788;14729;13923;-1743;14.89244844;7.059800;7.765148;1865380;3;06/21/2021
15;US7427181091;Procter & Gamble Co.;US;Large;2838;Consumer Non-Durables;Consumer Staples;24.99813;23.10477484;26.00180099;34.65150766;17.24769483;3730;3714;2830;3064;3550;13369;13257;13326;6069;15834;26.9689525;10.306440;7.356337;4050000;3.3;06/21/2021
16;US67066G1040;NVIDIA Corp.;US;Large;2812;Electronic Technology;Information Technology;17.36204576;12.54593176;4.662077597;-6.288501027;5.858585859;14;14;22;61;176;743;1905;3196;3896;2970;#N/B;#N/B;#N/B;#N/B;3.5;06/21/2021
17;US4370761029;Home Depot Inc.;US;Large;2796;Retail Trade;Consumer Discretionary;36.4032302;36.29813466;36.99810191;23.59851608;23.6017669;3853;4623;4732;3774;3220;11021;12491;13698;14556;14715;11.44758;4.848010;3.524400;1946000;3.1;06/21/2021
18;CH0038863350;NESTLE;CH;Large;2744;Consumer Non-Durables;#N/B;35.2307201;29.31289641;26.47217304;20.97331032;24.17037782;3435;3628;3623;2854;2645;12526;9460;12991;15062;13922;24.19904063;10.756128;4.948013;6599611;4.8;06/21/2021
19;US57636Q1040;MasterCard Inc. Cl A;US;Large;2659;Finance;Information Technology;28.10839532;39.9724011;18.67018323;16.57589148;17.38402062;1579;1893;1790;1644;1349;5646;6522;7204;9731;7760;#N/B;#N/B;#N/B;#N/B;3.7;06/21/2021
20;US0605051046;Bank of America Corp.;US;Large;2515;Finance;Financials;28.77183166;37.58942936;18.61265325;16.25450327;5.796262174;2223;3235;2470;4359;2894;25021;29213;34584;32754;18995;27.0081875;13.930931;11.455681;791410;3.3;06/21/2021
21;US70450Y1038;PayPal Holdings;US;Large;2421;Technology Services;Information Technology;14.10177805;18.40909091;13.42592593;17.97865243;17.03849951;48;117;328;665;565;1631;2200;2376;2998;5065;15.9704;9.386975;5.839425;56900;3.4;06/21/2021
22;US4581401001;Intel Corp.;US;Large;2212;Electronic Technology;Information Technology;20.25355597;52.82527516;9.709653901;12.51143071;16.66400829;877;3824;3813;2110;2436;12936;20352;23317;24058;25078;16.95794281;6.062133;7.053000;4834500;4.4;06/21/2021
23;NL0010273215;ASML HLDG;NL;Large;2169;Producer Manufacturing;#N/B;12.97663798;12.80656232;11.97139939;6.931086846;13.73051835;115.856;475;554.4;678.7;650.2;1691.378;2389.4;2937;2765.8;4016.6;11.84951906;2.984025;5.264102;158300;4.1;06/21/2021
24;US20030N1019;Comcast Corp. Cl A;US;Large;2102;Consumer Services;Communication Services;36.98181565;-49.29981111;22.17556751;21.61096729;23.91752577;3693;4057;2355;3231;3183;14353;15353;15242;16996;14065;24.5923175;12.108139;7.918500;1546027.7;2.2;06/21/2021
25;US92343V1044;Verizon Communications Inc.;US;Large;2047;Communications;Communication Services;35.15677118;-48.34417792;18.26428171;12.95473541;23.44473651;9577;4432;2213;3583;2725;20986;20594;19623;22733;23967;17.91109063;10.198194;6.000647;4365627;3.3;06/21/2021
26;US30231G1022;Exxon Mobil Corp.;US;Large;2009;Energy Minerals;Energy;-5.094742126;-6.286815894;30.79507641;26.33625848;#N/B;4214;7510;9294;7018;2428;7969;18674;30953;20056;-28883;35.76801313;10.571476;8.258703;120000000;3.1;06/21/2021
27;US64110L1061;Netflix Inc.;US;Large;1966;Technology Services;Communication Services;28.34050525;-15.16686894;1.240645827;9.471053437;13.68884732;26.806;113.591;131.069;400.658;291.582;260.507;485.321;1226.458;2062.231;3199.349;16.78998125;6.752669;9.915812;135013.64;2.4;06/21/2021
28;CH0012032048;ROCHE HLDG P;CH;Large;194;Health Technology;#N/B;25.17106174;27.94285714;23.21453825;15.07005833;16.12490259;3738;3909;3288;3543;3236;13007;12250;14142;16629;17966;21.18736438;12.521861;7.714434;483923;3.7;06/21/2021
29;US00724F1012;ADOBE;US;Large;1936;Technology Services;Information Technology;18.5596089;20.75591739;7.269542385;7.903384392;-25.95785441;249.884;396.668;210.369;352.478;469;1435.138;2137.641;2793.876;3204.741;4176;#N/B;#N/B;#N/B;#N/B;3.5;06/21/2021
30;US17275R1023;Cisco Systems Inc.;US;Large;1859;Technology Services;Information Technology;16.88080495;21.79539351;99.15637702;20.2456935;19.72798855;2675;2742;3911;2986;3116;12920;12287;13039;14571;13970;11.42116875;5.560819;5.833350;692512;4.1;06/21/2021
31;US00206R1023;AT&T Inc.;US;Large;1835;Communications;Communication Services;32.70240258;-97.15304842;19.78048486;18.91379684;#N/B;3721;2006;-354;-1421;-993;19812;15139;24873;18468;-2856;22.12348125;13.096109;6.761559;7006077;2.8;06/21/2021
32;US0028241000;Abbott Laboratories;US;Large;1807;Health Technology;Health Care;24.76999292;84.17749888;18.76087713;9.565857248;10.00402576;620;570;740;930;970;1413;2231;2873;4077;4968;25.95787987;13.535058;9.393197;1051000;3.7;06/21/2021
33;CH0012005267;NOVARTIS;CH;Large;1801;Health Technology;#N/B;15.72954737;16.42377392;16.91262897;21.6519744;19.63063552;2079.686833;1585.646182;1473.865579;1864.336443;1720.479278;7008.475667;7766.811933;7493.618021;8229.514969;8639.940946;17.01423813;6.940276;9.600150;896600;4;06/21/2021
34;US1912161007;Coca-Cola Co.;US;Large;1746;Consumer Non-Durables;Consumer Staples;19.49360865;82.46811035;21.26443769;16.69757093;20.32003282;1554;1904;2120;2126;1268;8136;6742;8225;10786;9749;22.48300813;9.722688;4.876275;5560000;3.9;06/21/2021
35;US1667641005;Chevron Corp.;US;Large;1716;Energy Minerals;Energy;#N/B;-0.520550916;27.7764277;48.60910405;#N/B;1935;3132;4748;4817;2987;-2160;9221;20575;5536;-7453;41.16435641;10.666172;10.208457;123000000;2.4;06/21/2021
36;US7170811035;Pfizer Inc.;US;Large;1714;Health Technology;Health Care;13.4355167;-73.53108492;5.940260833;5.38093165;6.349206349;2521;2489;3655;3664;3153;8351;12305;11885;11485;7497;24.13751375;13.077461;9.534797;1490000;3.2;06/21/2021
37;JP3633400001;Toyota Motor Corp.;JP;Large;1697;Consumer Durables;#N/B;29.438714;28.66682621;19.24898557;28.87569926;27.46277734;884589;854600;500214;836619;95705;2983381;2193825;2620429;2285465;2482695;30.36274625;13.412846;10.346100;5680000;3.9;06/21/2021
38;US7134481081;PepsiCo Inc.;US;Large;1663;Consumer Non-Durables;Consumer Staples;25.41798199;48.88564882;-36.67428447;21.03737113;20.88433124;1393;1962;1203;2226;1770;8553;9602;9189;9312;9069;16.01294375;6.550640;4.550644;5108938;3.8;06/21/2021
39;US58933Y1055;Merck & Co. Inc.;US;Large;1659;Health Technology;Health Care;15.41103241;62.91979758;28.82427307;14.71563154;19.44033671;1800;4900;1500;4500;2700;4659;6521;8701;11464;8791;#N/B;#N/B;#N/B;#N/B;3.9;06/21/2021
40;US79466L3024;Salesforce.com Inc.;US;Large;165;Technology Services;Information Technology;173.7814838;-607.6862467;14.28571429;-12.91963377;82.1529745;31.462;36.388;53;83;129;64.279;25.383;420;983;706;11.24729719;6.557243;4.251305;286000;3.6;06/21/2021
41;US9311421039;WALMART INC.;US;Large;1634;Retail Trade;Consumer Staples;30.30779185;30.26784407;30.41724526;37.35602094;24.43328694;8111;4507;6179;3982;3616;21638;20497;15123;11460;20116;26.74770822;17.321237;6.505219;19338981.74;3.6;06/21/2021
42;US00287Y1091;ABBVIE;US;Large;1626;Health Technology;Health Care;24.49264333;31.29286916;-9.428516452;6.456206978;-36.02118893;3563;1696;-35;1447;1674;7884;7727;5197;8426;3398;28.01180825;16.918905;9.975778;565000;2.8;06/21/2021
43;US11135F1012;BROADCOM;US;Large;1604;Electronic Technology;Information Technology;#N/B;1.917808219;-177.8657866;-22.91105121;-21.2034384;242;349;512;741;501;-1107;1825;4545;2226;2443;25.41639063;8.655494;7.800234;1979922.44;2.3;06/21/2021
44;IE00B4BNMY34;Accenture PLC Cl A;US;Large;1554;Technology Services;Information Technology;22.37802959;21.25418541;27.43583823;22.48243185;23.45645644;1425.48;1288.788;1373.244;1587.273;1360.03;5603.572;4616.032;5808.093;6251.797;6774.331;9.445475;4.322500;4.825975;300412;3.2;06/21/2021
45;US8835561023;Thermo Fisher Scientific Inc.;US;Large;1539;Health Technology;Health Care;-0.069173378;8.275010292;9.932556714;9.189189189;11.76470588;663.2;479;591;896;1324;2023.9;2429;3262;4070;7225;14.21181353;6.031088;6.659413;683501.36;2.3;06/21/2021
46;FR0000121014;LVMH MOET HENNESSY;FR;Large;1506;Consumer Non-Durables;#N/B;32.60163858;27.47921062;26.39974646;27.43776904;32.52768026;1923;2790;2275;2940;2385;6469;8057;9466;10686;7406;#N/B;#N/B;#N/B;#N/B;4.2;06/21/2021
47;US8825081040;Texas Instruments Inc.;US;Large;1476;Electronic Technology;Information Technology;27.07910751;39.44078947;16.54202812;12.4127095;7.013461858;1150;1800;705;570;720;4930;6080;6686;5728;6017;#N/B;#N/B;#N/B;#N/B;4;06/21/2021
48;US6541061031;Nike Inc. Cl B;US;Large;1438;Consumer Non-Durables;Consumer Discretionary;18.66753191;13.22144904;55.30635838;16.07998334;12.05403533;748;703;529;757;1028;4623;4886;4325;4801;2887;16.57556094;7.009771;6.901720;304885;3.8;06/21/2021
49;US5801351017;McDonald's Corp.;US;Large;1421;Consumer Services;Consumer Discretionary;31.74337314;39.43780253;24.20388685;24.85252117;22.96480857;2387.5;2786.3;1734.4;1589.7;1441.9;6866;8573.5;7816.1;8018.1;6140.7;23.8444625;14.645112;5.525400;676632.88;2.7;06/21/2021
50;US9497461015;Wells Fargo & Co.;US;Large;1374;Finance;Financials;31.36674969;17.96033167;19.84021305;17.17910571;-517.211704;8446;6592;1977;7557;1175;32120;27377;28538;24198;581;#N/B;#N/B;#N/B;#N/B;4;06/21/2021
51;IE00BTN1Y115;MEDTRONIC PLC;US;Large;1352;Health Technology;Health Care;18.40405904;12.55975663;45.46255507;10.52530306;-18.52034525;1379;1029;2542;1558;878;4336;4602;5675;5197;4055;23.4819525;13.389615;7.751963;288772;3.3;06/21/2021
52;US5324571083;Eli Lilly & Co.;US;Large;1344;Health Technology;Health Care;18.861885;109.2882497;14.38819597;11.92578667;14.33214844;700.6;246.5;1076.7;1180.5;954.6;3374;2197.4;3680.1;5265.9;7229.9;29.41021438;17.227355;10.482609;864000;2.9;06/21/2021
53;US22160K1051;Costco Wholesale Corp.;US;Large;1328;Retail Trade;Consumer Staples;34.34650456;32.80514979;28.43313823;22.26652676;24.37115707;953;1185;1204;1187;1052;3619;4039;4442;4765;5367;23.1973;11.021650;6.105150;4064047.45;2.4;06/21/2021
54;US4385161066;Honeywell International Inc.;US;Large;1296;Producer Manufacturing;Industrials;24.83325578;77.15107914;8.801923334;17.5816907;19.07850965;1142;1751;1566;1564;1173;6447;6950;7487;7559;6012;30.78782422;12.186147;8.587202;2042631;3.1;06/21/2021
55;US1729674242;Citigroup Inc.;US;Large;1289;Finance;Financials;30.00419053;129.1155925;22.84922158;18.53478934;18.5225939;4359;2083;4313;4888;4797;21477;22761;23445;23901;13632;24.9988375;10.826500;12.427238;616900;4.3;06/21/2021
56;US7475251036;Qualcomm Inc.;US;Large;1281;Electronic Technology;Information Technology;16.55202693;18.37748344;1366.326531;41.3714744;9.109984263;1300;1000;877;1100;830;6833;3020;392;7481;5719;18.46695;3.487125;8.641650;189350;3.8;06/21/2021
57;US2358511028;Danaher Corp.;US;Large;1277;Health Technology;Health Care;17.53532723;15.95889479;18.75822951;26.41212598;18.88765295;767;689;673;847;1100;2611.3;2938.8;2961.9;3305.3;4495;17.7323;9.761075;6.592225;311119.06;2.8;06/21/2021
58;US9078181081;Union Pacific Corp.;US;Large;1264;Transportation;Industrials;37.43718593;-40.35639413;22.92985402;23.5962308;23.36676218;1347;2112;1205;1382;1214;6766;7632;7741;7747;6980;#N/B;#N/B;#N/B;#N/B;3.1;06/21/2021
59;US65339F1012;NextEra Energy Inc.;US;Large;126;Utilities;Utilities;31.51777575;-14.15397813;21.43634385;11.67883212;1.823456278;91;142;200;184;235;4388;4663;7352;3836;2413;26.92538431;8.174378;5.812489;48432865.17;2.5;06/21/2021
60;GB00B10RZP78;UNILEVER PLC;GB;Large;1252;Consumer Non-Durables;#N/B;26.17815309;20.84271068;21.06987794;27.88319369;24.58764864;1845.438384;1895.331957;2029.651225;2221.408589;1666.818218;6019.195297;7005.020789;10800.32803;7120.439222;6952.63215;21.62695953;9.411575;6.549720;1036831;4.4;06/21/2021
61;HK0000069689;AIA GROUP;HK;Large;1248;Finance;#N/B;13.53290958;15.4203691;22.63788969;16.71043538;20.4610951;4253.435086;4532.93328;6701.101108;5774.540972;7965.406845;37854.01991;56973.20781;30168.62053;56687.65798;56517.93542;12.9012625;5.038009;7.299803;48903;2.9;06/21/2021
62;IE00BZ12WP82;LINDE;DE;Large;1247;Process Industries;Materials;26.90429688;44.86226498;16.18142206;26.2726341;25.02955083;585;565;757;1357;1066;2048;2287;5049;2927;3384;#N/B;#N/B;#N/B;#N/B;3.7;06/21/2021
63;US0311621009;Amgen Inc.;US;Large;1232;Health Technology;Health Care;15.72629052;79.3789726;12.05866946;14.18253447;10.68486413;1100;1500;1900;1900;1400;9163;9597;9545;9138;8133;19.41726456;13.087344;6.302920;249000;3.5;06/21/2021
64;US0970231058;Boeing Co.;US;Large;1223;Electronic Technology;Industrials;12.08692529;16.31542495;9.858669424;#N/B;#N/B;1460;896;1326;837;37;5568;10107;11604;-2259;-14476;36.08843922;19.723313;8.221036;1484000;2.2;06/21/2021
65;US1101221083;Bristol-Myers Squibb Co.;US;Large;1214;Health Technology;Health Care;23.80388842;80.99785617;17.10790885;30.45226131;#N/B;2041;546;747;1503;3400;5915;5131;5968;4975;-6871;22.39151875;15.047837;7.316681;284000;2.5;06/21/2021
66;US5486611073;Lowe's Cos.;US;Large;1186;Retail Trade;Consumer Discretionary;42.38515501;40.53066718;37.20167608;31.82086034;23.86626356;2055;2217;1673;1316;1423;4419;5201;5489;3394;5623;#N/B;#N/B;#N/B;#N/B;3;06/21/2021
67;US7181721090;Philip Morris International In;US;Large;1176;Consumer Non-Durables;Consumer Staples;27.89197904;40.67428463;22.91256677;23.22730956;21.70181685;2829;3403;2749;2430;2785;9924;10589;10671;9872;10953;22.86805469;10.495156;8.719848;844532;4.2;06/21/2021
68;DE0007164600;SAP;DE;Large;1141;Technology Services;#N/B;25.27246556;19.54662955;26.98214286;26.67536989;26.82825485;1477;1332;1687;2329;1194;4863;5029;5600;4596;7220;#N/B;#N/B;#N/B;#N/B;3.7;06/21/2021
69;JP3435000009;Sony Corp.;JP;Large;1126;Consumer Durables;#N/B;31.12898353;49.30390789;21.71092441;4.457874676;22.16398774;138770;106054;101092;210499;40144;304504;251619;699049;1011648;799450;13.45772938;5.774129;4.844850;1339005;3.9;06/21/2021
70;GB0009895292;ASTRAZENECA;GB;Large;1117;Health Technology;#N/B;4.072524407;-28.08939527;-2.706552707;19.29086538;19.57900076;305.3435138;352.5331612;402.7285258;876.354816;1218.0718;2656.933245;1771.983863;1579.415783;1304.342052;3074.812488;#N/B;#N/B;#N/B;#N/B;3.5;06/21/2021
71;CA7800871021;Royal Bank of Canada;CA;Large;1116;Finance;#N/B;21.64901318;22.34079654;21.15128026;19.21328451;20.62604807;1581;4708;5818;2977;2880;13123;14337;15739;15838;14312;18.26159688;11.055391;6.034856;113953;#N/B;#N/B
72;US8552441094;Starbucks Corp.;US;Large;1095;Consumer Services;Consumer Discretionary;32.86095365;33.18123914;21.83391003;19.51547177;20.58570938;878.7;1389.1;1176.9;470.1;1699.1;4198.6;4317.5;5780;4466.2;1164.4;#N/B;#N/B;#N/B;#N/B;3.1;06/21/2021
73;US68389X1054;Oracle Corp.;US;Large;1092;Technology Services;Information Technology;21.98477245;18.75376021;70.36388247;9.541062802;15.76838145;2331;1983;1562;2901;3218;11558;11635;12559;12420;12227;14.46720875;7.786828;6.183131;507001;3.1;06/21/2021
74;US1491231015;Caterpillar Inc.;US;Large;1072;Producer Manufacturing;Industrials;138.1294964;81.79813817;21.70800307;22.35023041;25.18147685;522;1404;1429;1847;1311;139;4082;7822;7812;3995;34.2759;18.469550;8.621100;1831000;2.6;06/21/2021
75;DE0007236101;SIEMENS;DE;Large;1047;Producer Manufacturing;#N/B;27.62035763;26.36876995;25.5060226;26.02257733;22.04850032;1718;2039;2061;2409;1650;7270;8146;8053;6821;6268;28.42792656;9.013220;10.061494;1280000;4.1;06/21/2021
76;FR0000120271;TOTAL;FR;Large;1046;Energy Minerals;#N/B;19.54856913;32.52442822;43.74328679;42.23245109;#N/B;2614.361969;3557.830498;4258.530242;4729.065429;2507.073794;4485.637653;8256.684631;12626.40655;12422.61963;-6552.7786;#N/B;#N/B;#N/B;#N/B;4.5;06/21/2021
77;CA82509L1076;SHOPIFY A NYS;US;Large;1044;Technology Services;#N/B;#N/B;#N/B;#N/B;#N/B;-32.92714383;#N/B;#N/B;#N/B;#N/B;#N/B;-35.355;-39.995;-64.553;-95.815;240.364;23.33144063;13.307128;8.930250;1486;1.5;06/21/2021
78;US0382221051;Applied Materials Inc.;US;Large;1039;Producer Manufacturing;Information Technology;14.50571287;7.960332351;30.89171975;17.22239217;13.13010082;44;133;237;500;474;2013;3731;4396;3269;4166;#N/B;#N/B;#N/B;#N/B;3.3;06/21/2021
79;US9113121068;United Parcel Service Inc. Cl;US;Large;1034;Transportation;Industrials;33.1970405;31.27364439;20.40206014;21.44373673;27.1691974;2064;1559;2;514;1138;5136;7137;6019;5652;1844;20.53968031;9.264290;5.684766;14954000;3.2;06/21/2021
80;GB0005405286;HSBC;GB;Large;1028;Finance;#N/B;77.04918033;35.74905354;28.03388268;42.19958155;37.29805014;2419.03211;2465.402614;2562.613357;1777.009274;3321.234184;3526.27291;11486.05842;13014.80603;8616.966452;5599.075239;#N/B;#N/B;#N/B;#N/B;3.8;06/21/2021
81;US4592001014;International Business Machine;US;Large;101;Technology Services;Information Technology;3.636805443;49.41753525;23.0566071;7.172995781;-18.54475209;1078;1597;1745;2091;2253;12346;11417;11359;10191;4659;14.77490313;6.665200;7.643953;902980;3.7;06/21/2021
82;US2441991054;Deere & Co.;US;Large;1001;Producer Manufacturing;Industrials;31.47931655;30.79142622;42.42267915;20.84148728;27.86505279;#N/B;981;712;1111;1069;2224;3153.8;4070.7;4088;3883;16.872575;9.395850;3.702150;932934.45;3;06/21/2021
83;CA8911605092;Toronto-Dominion Bank;CA;Large;1001;Finance;#N/B;20.12962615;18.28585342;23.10317287;20.67427621;9.669296626;1182;2866;3535;3589;2285;10646;12321;13773;13229;11914;20.26117813;12.090522;7.005906;158077;#N/B;#N/B
84;US75513E1010;RAYTHEON TECHNOLOGIES;US;Large;998;Electronic Technology;Industrials;23.79083135;36.62243978;31.71497585;10.13969171;#N/B;4096;1326;1714;1768;1716;7133;7763;8280;4152;-2353;#N/B;#N/B;#N/B;#N/B;2.8;06/21/2021
85;AU000000CBA7;Commonwealth Bank of Australia;AU;Large;99;Finance;#N/B;28.70672503;28.96505376;31.10586383;29.55776173;29.29075235;3071;3976;4791;4878;3171;12565;13392;12705;11080;10208;25.1969125;12.920312;11.239350;86381;4.2;06/21/2021
86;US3696041033;General Electric Co.;US;Large;979;Producer Manufacturing;Industrials;-5.138427464;#N/B;#N/B;63.18537859;-9.139888397;7469;2436;1868;2228;1291;9030;-11151;-20987;1149;5197;43.3469725;15.715483;11.982492;2390000;2.6;06/21/2021
87;DK0060534915;NOVO NORDISK B;DK;Large;977;Health Technology;#N/B;20.66605266;21.67837916;18.87906224;19.72068186;20.74706027;2899;9101;9614;10936;10106;47774;48666;47603;48690;52981;23.86792063;14.318143;8.531747;239498;3.4;06/21/2021
88;FR0000120578;SANOFI;FR;Large;961;Health Technology;#N/B;23.35329341;31.13361056;10.91940976;4.925584692;13.13387424;2096;1734;2058;1695;2051;5678;5531;4405;2822;13804;#N/B;#N/B;#N/B;#N/B;3.9;06/21/2021
89;US38141G1040;Goldman Sachs Group Inc.;US;Large;957;Finance;Financials;28.20263975;61.49838304;16.20062495;20.00377965;24.2006571;1060;1420;1270;1266;2754;10304;11132;12481;10583;12479;#N/B;#N/B;#N/B;#N/B;3.3;06/21/2021
90;JP3436100006;Softbank Group Corp.;JP;Large;946;Communications;#N/B;45.98508858;-29.06630776;-221.8188909;14.08609991;#N/B;583658;40825;391528;331521;757354;919161;712526;384630;1682673;-573977;#N/B;#N/B;#N/B;#N/B;3.3;06/21/2021
91;US88579Y1010;3M Co.;US;Large;946;Producer Manufacturing;Industrials;28.28583581;35.49284579;23.38571429;19.78291317;19.639398;1888;1604;1560;1198;1351;7053;7548;7000;5712;6711;34.87837578;13.597832;8.079581;5830000;3.9;06/21/2021
92;US6174464486;Morgan Stanley;US;Large;945;Finance;Financials;30.80922242;40.06536576;20.91305509;18.26387045;22.46497434;831;1390;1377;1908;2591;8848;10403;11237;11301;14418;22.46629687;11.958297;9.784250;207432.72;3.5;06/21/2021
93;US09247X1019;BlackRock Inc.;US;Large;927;Finance;Financials;28.92376682;5.134055904;20.00743771;21.79021946;18.97608829;1365;1124;1159;1168;1308;4460;5259;5378;5787;6524;20.95942188;9.699947;9.777225;25958;4;06/21/2021
94;US8085131055;Charles Schwab Corp.;US;Large;926;Finance;Financials;36.88606749;35.50684932;23.12582201;23.59735974;23.27906977;991;1212;927;1199;803;2993;3650;4562;4848;4300;24.36562328;10.155750;11.883753;58361.26;2.5;06/21/2021
95;US03027X1000;AMERICAN TOWER;US;Large;904;Finance;Real Estate;13.81175279;2.444072924;-9.535769964;-0.010436235;7.116577892;96.241;136.5;163.9;147.5;146.3;1125.86;1256.1;1154.6;1916.4;1821.1;12.32569615;3.781475;4.813875;2336902;2.6;06/21/2021
96;DE0008404005;ALLIANZ;DE;Large;895;Finance;#N/B;29.61682512;28.98108002;25.92556977;25.06093708;25.72886297;2933;2099;2169;2469;2691;10413;10148;10399;11077;9604;15.92764063;6.433016;8.733225;266326;4.3;06/21/2021
97;US5398301094;Lockheed Martin Corp.;US;Large;881;Electronic Technology;Industrials;23.18870242;63.97255051;13.56628983;13.96215992;16.35701275;1300;3356;792;1011;1347;4886;5246;5838;7241;8235;#N/B;#N/B;#N/B;#N/B;3.5;06/21/2021
98;AU000000BHP4;BHP GROUP LTD.;AU;Large;865;Non-Energy Minerals;#N/B;#N/B;40.89277497;49.71266407;37.74061433;35.32632825;2260.565033;2980.830805;6347.11812;8305.914082;8866.705415;-7084.019906;14406.90689;18190.85602;20485.1248;20158.92614;30.07724024;9.719805;4.578675;14700000;4.6;06/21/2021
99;US90353T1007;UBER TECHNOLOGIES;US;Large;859;Technology Services;#N/B;#N/B;#N/B;21.57012195;#N/B;#N/B;20;153;289;133;82;-3218;-4575;1312;-8433;-6946;#N/B;#N/B;#N/B;#N/B;2.3;06/21/2021
100;US4612021034;Intuit Inc.;US;Large;856;Technology Services;Information Technology;33.00083126;28.96854426;15.13409962;17.22488038;16.9244768;389;430;245;325;493;1203;1367;1566;1881;2198;16.50118125;10.519875;5.004806;7048;2.8;06/21/2021
101;US87612E1064;Target Corp.;US;Large;844;Retail Trade;Consumer Discretionary;32.54113346;32.68600252;19.88980716;20.29379761;21.98090692;-127;1514;934;373;696;4923;3965;3630;3676;4190;#N/B;#N/B;#N/B;#N/B;3.6;06/21/2021
102;US5951121038;Micron Technology Inc.;US;Large;84;Electronic Technology;Information Technology;#N/B;2.193995381;1.174250367;9.832576617;9.386523634;90;99;226;524;167;-281;5196;14307;7048;2983;#N/B;#N/B;#N/B;#N/B;3;06/21/2021
103;US1266501006;CVS HEALTH CORP.;US;Large;838;Retail Trade;Health Care;38.40453861;19.79922593;142.3897582;26.29765477;26.29477994;3060;2909;2383;2717;2929;8637;8268;1406;8997;9770;#N/B;#N/B;#N/B;#N/B;3.4;06/21/2021
