Column1;ISIN;Company_Name;Country;Component;FF Mcap (BEUR);Factset_sector;Sector;TR_16;TR_17;TR_18;TR_19;TR_20;ctp_16;ctp_17;ctp_18;ctp_19;ctp_20;ptx_inc_16;ptx_inc_17;ptx_inc_18;ptx_inc_19;ptx_inc_20;SUS_ENV;SUS_SOC;SUS_GOV;SUS_CARBON;FTSE_ESG;FTSE_ESG_DATE
745;TW0002412004;Chunghwa Telecom Co Ltd;TW;Large;148;Communications;#N/B;16.67194446;16.71462756;19.16161853;19.34197905;19.07904781;9023.263;5789.762;10891.279;8419.36;7851.522;48899.887;47589.819;44477.104;41287.652;42588.226;16.90698482;6.460092;7.617493;823751.09;3.9;06/21/2021
746;US74834L1008;Quest Diagnostics Inc.;US;Large;147;Health Services;Health Care;39.50276243;23.39805825;19.65442765;22.95539033;24.41613588;361;243;84;202;360;1086;1030;926;1076;1884;18.78388219;10.012084;8.654798;185169.63;2.6;06/21/2021
747;US1773761002;Citrix Systems Inc.;US;Large;147;Technology Services;Information Technology;10.97353014;96.00524034;8.545170028;-33.82001963;9.089172434;64.361;61.126;110.808;86.46;92.838;527.77;550.346;629.455;509.5;554.88;14.57159375;7.967975;5.919619;37061.35;2.5;06/21/2021
748;DE000ZAL1111;ZALANDO;DE;Large;147;Retail Trade;#N/B;36.87690743;42.08118925;49.86251146;30.37634409;29.0201005;33.8;49.4;42.2;96.5;116.7;196.6;174.9;109.1;148.8;318.4;#N/B;#N/B;#N/B;#N/B;4.4;06/21/2021
749;US12769G1004;CAESARS ENTERTAINMENT;US;Large;147;Consumer Services;Consumer Discretionary;34.81049256;#N/B;29.77909189;35.18779305;#N/B;1.662;0.246;-4.134;-51.131;-7;38.046;-43.389;135.622;124.978;-1632;#N/B;#N/B;#N/B;#N/B;#N/B;06/21/2021
750;US92556V1061;VIATRIS;US;Large;146;Health Technology;Health Care;-294.4124897;22.92358804;-18.13002681;89.11917098;#N/B;285.6;285.7;228.6;278.6;324.4;121.7;903;298.4;154.4;-721.2;#N/B;#N/B;#N/B;#N/B;#N/B;06/21/2021
751;US0090661010;AIRBNB A;US;Large;146;Consumer Services;#N/B;#N/B;#N/B;135.8471711;#N/B;#N/B;#N/B;8.74;44.62;28.192;15.103;#N/B;-59.099;47.033;-411.703;-4681.938;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B
752;US45784P1012;INSULET;US;Large;146;Health Technology;#N/B;#N/B;#N/B;37.00727134;20;29.89690722;0.932;0.462;0.795;2.5;3;-26.818;-26.574;5.226;14.5;9.7;#N/B;#N/B;#N/B;#N/B;1.4;06/21/2021
753;KR7012330007;Hyundai Mobis;KR;Large;146;Producer Manufacturing;#N/B;35.21483123;43.03201124;23.70524182;36.72000479;33.92420783;978093;900549;602671;812347;505733;3021139;2734383;2474883;2505400;1742502;#N/B;#N/B;#N/B;#N/B;3.6;06/21/2021
754;CA9628791027;WHEATON PRECIOUS METALS COR;C.A;Large;146;Non-Energy Minerals;#N/B;-0.686249723;-1.559392435;3.578588907;-11.73804961;-0.489779926;#N/B;0.751547858;1.24430214;7.138708446;-0.065723757;256.7791385;73.7490408;574.7314929;102.4842538;677.798373;7.872066667;2.737375;5.035692;26.8;#N/B;#N/B
755;US89400J1079;TRANSUNION;US;Large;146;Technology Services;#N/B;36.02726388;-21.23489933;15.86608443;19.04653802;21.98332602;93.6;120.2;111.1;111.7;134.3;205.4;372.5;343.5;440.5;455.8;#N/B;#N/B;#N/B;#N/B;2.8;06/21/2021
756;US9022521051;TYLER TECHNOLOGIES;US;Large;146;Technology Services;Information Technology;15.04172241;-3.741067933;5.394238789;8.327806904;-11.29900253;30.2;36;6.8;21.3;3.3;129.307;163.456;155.87;159.838;175.042;19.40954313;11.473990;6.689053;14365.89;2.6;06/21/2021
757;US6821891057;ON SEMICON.;US;Large;146;Electronic Technology;#N/B;-2.159468439;-48.49315068;16.56953642;22.6681128;-33.86183465;27.3;67.8;53.2;62.9;52.5;180.6;547.5;755;276.6;176.6;26.16047;6.360000;5.073412;2739905;4;06/21/2021
758;US1508701034;Celanese Corp. Series A;US;Large;146;Process Industries;Materials;11.84466019;19.81395349;19.33774834;12.55060729;10.97290093;129;123;100;157;167;1030;1075;1510;988;2251;30.59586344;7.711008;7.468659;2921500;3.3;06/21/2021
759;US42250P1030;HEALTHPEAK PROPERTIES;US;Large;145;Finance;Real Estate;1.21785866;-0.324805068;-1.687182366;-3.10741833;-4.328771654;13.727;10.045;4.48;1.426;-0.786;367.284;410.4;1058.214;176.32;217.683;10.80141014;3.032365;4.429721;346527;3.6;06/21/2021
760;US91332U1016;UNITY SOFTWARE;US;Large;145;Technology Services;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;3.353;1.187;19.956;#N/B;#N/B;-132.628;-153.242;-280.217;#N/B;#N/B;#N/B;#N/B;#N/B;06/21/2021
761;US0126531013;ALBEMARLE;US;Large;145;Process Industries;Materials;18.68226773;96.64703065;18.22396096;15.66053824;14.57087859;143.404;302.7;136.299;163.012;26.112;515.264;446.798;794.701;562.95;373.519;37.2086205;9.214919;8.903588;902000;3;06/21/2021
762;DE000ENER6Y0;SIEMENS ENERGY;DE;Large;144;Producer Manufacturing;#N/B;#N/B;28.05466238;-209.3220339;16.99029126;#N/B;#N/B;618;541;287;303;#N/B;1244;236;206;-2147;#N/B;#N/B;#N/B;#N/B;#N/B;06/21/2021
763;US6311031081;Nasdaq Inc;US;Large;144;Finance;Financials;20.58823529;16.39908257;56.95488722;24.04317959;23.01980198;191;154;221;205;290;136;872;1064;1019;1212;#N/B;#N/B;#N/B;#N/B;4.2;06/21/2021
764;US02005N1000;ALLY FINANCIAL;US;Large;144;Finance;#N/B;29.72802024;38.55341739;22.13316893;12.50635486;23.19660537;19;51;36;64;53;1581;1507;1622;1967;1414;#N/B;#N/B;#N/B;#N/B;2.7;06/21/2021
765;INE397D01024;Bharti Airtel Ltd;IN;Large;144;Communications;#N/B;50.53863851;45.08306035;49.11382077;#N/B;#N/B;46836;31587;13723;11706;22937;117797;77233;22061;-20874;-454677;26.50879125;13.556861;8.887762;376559.4;3.6;06/21/2021
766;SE0000106270;HENNES & MAURITZ B;SE;Large;144;Retail Trade;#N/B;22.47597654;22.22595992;19.09968668;22.70139727;39.42495127;4470;6051;3098;3700;3719;24039;20809;15639;17391;2052;15.5789875;7.965888;6.300900;654247;4.3;06/21/2021
767;JP3409000001;Sumitomo Realty & Development;JP;Large;143;Finance;#N/B;32.99816308;28.9650319;31.69164154;31.00160163;31.4913342;46985;55545;56252;69426;65218;135553;150623;176444;188558;205809;23.8813773;9.072660;10.116231;254276;4.4;06/21/2021
768;GB0009223206;SMITH & NEPHEW;GB;Large;143;Health Technology;#N/B;26.10328638;12.82932417;14.8989899;19.2722372;-87.06896552;104.4986297;104.8281427;93.74500134;117.5789109;-17.15594084;789.2981608;677.8886558;593.9683285;581.6236793;180.9171944;24.1040875;12.481637;8.009775;77212;3.2;06/21/2021
769;US4698141078;Jacobs Engineering Group Inc.;US;Large;143;Industrial Services;Industrials;25.18388828;26.91694408;98.38389515;10.52943506;12.53844602;116.3;78.39;44.3;291.7;39.8;286.723;393.217;330.981;350.959;441.203;25.35852891;13.749354;7.709925;64945;2.7;06/21/2021
770;PTEDP0AM0009;EDP ENERGIAS DE PORTUGAL;PT;Large;142;Utilities;#N/B;10.9592095;5.270082625;10.32927104;20.53240406;21.07033989;628.153;658.587;-123.296;284.929;172.788;1372.599;1509.464;964.889;1100.217;1467.048;22.46486875;8.059630;6.385500;15209000;4.2;06/21/2021
771;SE0007100599;SVENSKA HANDELSBANKEN A;SE;Large;142;Finance;#N/B;21.35578416;23.43058398;21.15113796;22.38099614;22.60277377;5544;5723;5106;5325;7711;20608;21011;22013;21764;20117;#N/B;#N/B;#N/B;#N/B;2.9;06/21/2021
772;AU000000ALL7;Aristocrat Leisure Ltd.;AU;Large;142;Technology Services;#N/B;30.89511041;32.00109875;28.89529551;28.21777093;-283.1201335;84.6;127;234.3;232.9;56.1;507.2;728.1;763.1;973.5;359.6;#N/B;#N/B;#N/B;#N/B;3.4;06/21/2021
773;LR0008862868;ROYAL CARIBBEAN GROUP;US;Large;142;Consumer Services;Consumer Discretionary;0;0;0;0;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;1283.388;1625.133;1815.792;1907.6;-5775.13;#N/B;#N/B;#N/B;#N/B;2.8;06/21/2021
774;US3724601055;Genuine Parts Co.;US;Large;142;Distribution Services;Consumer Discretionary;36.03142394;38.89066135;24.64996672;24.76576401;56.92968305;374.865;298.827;236.536;303.736;223.019;1074.34;1009.268;1075.612;859.283;379.368;12.63694875;5.073699;3.883500;76900;2.5;06/21/2021
775;MXP370841019;Grupo Mexico SAB de CV;MX;Large;141;Non-Energy Minerals;#N/B;43.35394321;47.24367414;36.67929649;30.38917053;36.00214968;9070.9884;18804.51338;24491.759;25120.52076;26283.37316;42366.06725;65942.77989;51116.8745;73761.12823;88179.00447;#N/B;#N/B;#N/B;#N/B;3.7;06/21/2021
776;US00971T1016;Akamai Technologies Inc.;US;Large;141;Technology Services;Information Technology;31.19278435;29.09876763;13.03335286;10.01913683;7.453877893;120.223;91.64;45.129;70.167;61.672;459.446;314.192;343.089;532.481;616.082;19.93661667;10.354892;7.658475;171210;2.9;06/21/2021
777;US5529531015;MGM RESORTS INTERNATIONAL;US;Large;141;Consumer Services;Consumer Discretionary;1.770918624;-117.3403137;7.904026145;22.2130694;#N/B;68.236;181.651;-10.1;-28.493;8.543;1259.177;960.79;634.006;2846.725;-1511.479;28.03491563;13.075959;11.947456;968429;2.9;06/21/2021
778;US59522J1034;MID-AMER.APT COMMUNITIES;US;Large;14;Finance;Real Estate;0.752235898;0.766271194;1.126397211;1.002549775;1.251499957;1.582;2.366;2.55;2.546;2.549;225.86;341.785;231.801;368.66;265.841;14.50781394;3.740765;5.265568;113814.26;2;06/21/2021
779;US74251V1026;Principal Financial Group Inc.;US;Large;14;Finance;Financials;14.44367657;-3.210194477;12.92871553;14.71682513;15.64806614;178.8;79.3;96.2;-8.5;-172;1591.7;2252.2;1784.4;1693.3;1693.5;17.00220938;6.653872;9.661556;24892.89;3.3;06/21/2021
780;HK0003000038;Hong Kong & China Gas Co. Ltd.;HK;Large;14;Utilities;#N/B;26.56160458;24.98108359;15.45929738;29.19663351;25.76473065;1438.8;1473.8;1542.7;930;1871.4;5933;7004.5;12339.5;7842;6649.4;21.88395568;6.602625;6.920775;1439000;2.5;06/21/2021
781;CA7751092007;Rogers Communications Inc. Cl;CA;Large;14;Communications;#N/B;23.56363636;27.22575517;26.90805822;25.61151079;26.22061483;295;475;370;400;418;1375;2516;2817;2780;2212;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B
782;US02043Q1076;ALNYLAM PHARMACEUTICALS;US;Large;14;Health Technology;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;0.111;0.114;1.066;2.566;#N/B;-410.108;-490.874;-760.674;-885.253;-855.6;29.6931575;20.786607;8.767050;12265.72;2.4;06/21/2021
783;TW0001303006;Nan Ya Plastics Corp;TW;Large;139;Process Industries;#N/B;19.53813078;28.21525202;25.08480159;23.43058651;14.91797852;2744.852;5767.626;7144.975;4694.089;1579.841;26276.659;31193.76;35345.446;14850.277;23794.437;#N/B;#N/B;#N/B;#N/B;2.8;06/21/2021
784;RU0008926258;SURGUTNEFTEGAS;RU;Large;139;Energy Minerals;#N/B;#N/B;20.98541997;18.147551;20.11358935;16.46221954;55993;-1539;134103;57060;160353;-72108;246433;1038895;132935;889309;48.1699925;13.503217;13.072275;6644523.23;1.7;06/21/2021
785;US3666511072;GARTNER 'A';US;Large;139;Technology Services;Information Technology;32.88446804;#N/B;32.38994926;15.39463043;18.20974878;86.3;76.1;95.8;119.156;33.921;288.431;-127.817;181.121;275.739;326.133;#N/B;#N/B;#N/B;#N/B;2.2;06/21/2021
786;US7075691094;PENN NAT.GAMING;US;Large;139;Consumer Services;Consumer Discretionary;9.374300472;#N/B;-3.995729585;49.94192799;#N/B;-11.412;-43.067;24.418;21.8;-15.2;120.617;-25.044;89.921;86.1;-834.2;#N/B;#N/B;#N/B;#N/B;#N/B;06/21/2021
787;DE000PAH0038;PORSCHE PREF;DE;Large;138;Consumer Durables;#N/B;#N/B;#N/B;#N/B;90;460;53;0;2;3;-30;-67;-58;-127;10;5;#N/B;#N/B;#N/B;#N/B;0.7;06/21/2021
788;MXP320321310;Fomento Economico Mexicano;MX;Large;138;Consumer Non-Durables;#N/B;27.62291637;28.55385648;30.23788284;32.43745355;76.73864637;11321;18659;12603;11891;15363;28556;35771;33630;32296;19311;#N/B;#N/B;#N/B;#N/B;3.7;06/21/2021
789;AU0000030678;Coles Group;AU;Large;138;Retail Trade;#N/B;#N/B;#N/B;31.17566644;24.43317843;25.73584906;#N/B;#N/B;497.5;293.9;504;#N/B;#N/B;1463;1420.2;1325;#N/B;#N/B;#N/B;#N/B;3.8;06/21/2021
790;IE00BFY8C754;STERIS;US;Large;138;Health Technology;Health Care;35.08121757;40.08481094;17.84879233;17.42874929;18.22441524;60.885;78.009;85.629;64.668;92.462;171.884;184.646;354.982;369.47;498.754;#N/B;#N/B;#N/B;#N/B;2.9;06/21/2021
791;MX01WA000038;Wal-Mart de Mexico SAB de CV;MX;Large;138;Retail Trade;#N/B;27.14638328;25.17824671;24.77934592;22.97532551;32.40578564;7068.985;15219.977;15325.302;9450.296;16191.826;39132.27;43290;48859.736;49202.119;49464.087;14.31159375;4.832944;6.251475;1632000;4;06/21/2021
792;BMG507361001;Jardine Matheson Holdings Ltd.;SG;Large;138;Producer Manufacturing;#N/B;10.38449417;8.633546896;17.59735489;17.62106426;#N/B;704;756;902;964;804;6346;9521;5444;5431;-1520;#N/B;#N/B;#N/B;#N/B;0.6;06/21/2021
793;MXP370711014;Grupo Financiero Banorte SAB d;MX;Large;138;Finance;#N/B;26.24089123;27.24644664;26.415437;25.67627227;24.54207981;6976;184;11774;8818;7034;26211;33208;44050;49832;40946;17.012975;5.746125;9.991250;72068.09;3.3;06/21/2021
794;US64110D1046;NetApp Inc.;US;Large;138;Electronic Technology;Information Technology;33.62318841;23.45864662;90.32527106;7.807570978;13.24152542;161;102;87;205;276;345;665;1199;1268;944;16.57813125;7.734094;6.182850;61140.14;3.1;06/21/2021
795;JP3381000003;NIPPON STEEL;JP;Large;138;Non-Energy Minerals;#N/B;34.33256203;19.64698501;21.91234913;-3.541036062;#N/B;58120;41751;66435;80811;92510;230778;181692;271760;248769;-423572;#N/B;#N/B;#N/B;#N/B;3.5;06/21/2021
796;KR7055550008;Shinhan Financial Group Co Ltd;KR;Large;138;Finance;#N/B;10.9335711;22.34045747;28.39614383;26.12322494;27.33353532;561604;664286;850696;1130148;1184910;3160477;3797608;4466610;4858221;4594338;25.27396875;12.039487;11.318831;90194.9;2.8;06/21/2021
797;US8666741041;SUN COMMUNITIES;US;Large;137;Finance;#N/B;0.891226302;-0.166497313;0.073183308;0.489756076;-0.528375467;0.452;-0.194;0.461;0.948;1.115;31.754;81.683;120.246;178.252;146.676;17.70652981;4.565108;6.307768;106900.63;2.7;06/21/2021
798;US92220P1057;Varian Medical Systems Inc.;US;Large;137;Health Technology;#N/B;26.16886064;25.43714946;66.75514267;30.5608365;24.81161038;155.9;144.1;86;128.5;97.1;440.6;303.1;452.1;420.8;358.3;27.13395;12.816788;10.433063;43758;#N/B;06/21/2021
799;JP3197800000;Omron Corp.;JP;Large;137;Electronic Technology;#N/B;30.5133514;30.35790631;25.92752528;25.81623983;21.74164673;14550;20261;23678;22529;13513;65686;65492;83367;65912;51836;#N/B;#N/B;#N/B;#N/B;3.8;06/21/2021
800;US60937P1066;MONGODB A;US;Large;137;Technology Services;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;0.522;0.411;1.004;0.984;2.701;-73.044;-85.962;-83.832;-103.869;-176.178;#N/B;#N/B;#N/B;#N/B;2.1;06/21/2021
801;JP3733000008;NEC Corp.;JP;Large;137;Technology Services;#N/B;3.880859127;48.2441447;30.80709907;32.82713303;9.074849358;25391;11835;20762;24462;20496;86553;68058;86941;77308;123969;17.313865;9.085677;7.497188;329000;4.2;06/21/2021
802;JP3762600009;Nomura Holdings Inc.;JP;Large;137;Finance;#N/B;17.21718061;24.8544742;31.65121679;#N/B;11.63855781;118580;47482;49449;27204;55592;131241;322795;328158;-37701;248261;#N/B;#N/B;#N/B;#N/B;4.2;06/21/2021
803;JP3111200006;Asahi Kasei Corp.;JP;Large;137;Process Industries;#N/B;36.18919454;25.87490787;21.13423074;28.7941368;32.19695512;60431;61444;49492;67687;60388;146389;157388;218333;210397;155934;#N/B;#N/B;#N/B;#N/B;3.5;06/21/2021
805;JP3258000003;Kirin Holdings Co. Ltd.;JP;Large;136;Consumer Non-Durables;#N/B;24.04552464;22.2265961;20.9198224;30.28941219;24.75901321;43252;61148;39919;37428;54641;208151;233711;246852;116823;99798;#N/B;#N/B;#N/B;#N/B;3.4;06/21/2021
806;US4461501045;Huntington Bancshares Inc.;US;Large;136;Finance;Financials;22.60813123;14.92109039;14.43488943;14.94876432;15.94650206;4.979;84;52;111;81;919.762;1394;1628;1659;972;21.35683345;11.311980;7.993198;77466;3.6;06/21/2021
807;DK0010181759;CARLSBERG B;DK;Large;136;Consumer Non-Durables;#N/B;34.54151625;44.71021159;28.44200739;27.64824121;25.59019024;1752;1934;2375;2234;1958;6925;3261;8389;9950;8726;#N/B;#N/B;#N/B;#N/B;3.6;06/21/2021
808;US6819191064;Omnicom Group Inc.;US;Large;136;Commercial Services;Communication Services;32.60397437;36.93564645;25.60411578;26.02280349;27.08436813;570.4;566;590.9;361;376.5;1841.8;1884.9;1924.3;1938.3;1409.3;#N/B;#N/B;#N/B;#N/B;2.9;06/21/2021
809;US6098391054;MONOLITHIC PWR.SYS.;US;Large;136;Electronic Technology;Information Technology;7.935177424;21.38913002;11.15274894;3.784476662;2.933117596;1.234;3.619;7.134;10.7;1.405;57.264;82.944;118.482;113.12;169.342;#N/B;#N/B;#N/B;#N/B;1.7;06/21/2021
810;KYG2177B1014;CK Asset Holdings Ltd;HK;Large;135;Finance;#N/B;27.10311327;18.98654497;15.53660094;20.31130946;30.27470509;7639;6761;7364;4520;8278;27174;38127;48537;36748;24499;#N/B;#N/B;#N/B;#N/B;2.3;06/21/2021
811;CA7063271034;PEMBINA PIPELINE CORP;CA;Large;135;Industrial Services;#N/B;28.89908257;15.62156216;34.86100676;2.999143102;#N/B;3;30;26;141;295;654;909;1331;1167;-698;18.4982355;5.835312;3.150900;3087003;#N/B;#N/B
812;JP3778630008;BANDAI NAMCO HOLDINGS INC.;JP;Large;135;Consumer Durables;#N/B;28.73435212;27.37758791;25.66864836;27.87374191;26.46883293;18902;10462;19709;21186;36079;48489;60860;72497;86838;78753;17.31628125;9.430650;7.813631;48653;1.9;06/21/2021
813;US45167R1041;IDEX;US;Large;135;Producer Manufacturing;Industrials;26.43143235;25.9220292;22.37800578;20.15038384;19.6798061;109.399;104.852;90.733;109.032;87.193;368.512;455.273;528.939;532.903;470.34;#N/B;#N/B;#N/B;#N/B;1.8;06/21/2021
814;CH0014852781;SWISS LIFE HLDG;CH;Large;134;Finance;#N/B;23.96351575;23.31055429;22.69148175;21.22207622;22.35469449;213;196;221;211;295;1206;1317;1397;1522;1342;#N/B;#N/B;#N/B;#N/B;3.6;06/21/2021
815;ID1000118201;Bank Rakyat Indonesia;ID;Large;134;Finance;#N/B;22.79929192;21.54913471;22.35780144;20.63974048;30.17586331;6182996;9037.947;9668.009;9357307;4953877;33973770;37023236;41753694;43364053;26724846;#N/B;#N/B;#N/B;#N/B;2.8;06/21/2021
816;US23804L1035;DATADOG A;US;Large;134;Technology Services;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;0.04;0.036;0.143;0.41;#N/B;-2.113;-10.24;-15.976;-22.222;#N/B;#N/B;#N/B;#N/B;#N/B;06/21/2021
817;JP3347200002;Shionogi & Co. Ltd.;JP;Large;134;Health Technology;#N/B;31.62890449;31.8545988;20.81046456;21.33036089;22.91377527;25467;34040;38620;23499;48354;97452;122695;137378;174043;158516;#N/B;#N/B;#N/B;#N/B;3.7;06/21/2021
818;US5705351048;Markel Corp.;US;Large;134;Finance;#N/B;26.90452756;-359.0847128;#N/B;21.27676515;16.86062958;142.2;70.2;63.1;128.2;241.7;629.92;87.295;-7.855;2285.808;1000.449;32.66576063;12.337359;17.727581;28844.69;2.5;06/21/2021
819;US1720621010;Cincinnati Financial Corp.;US;Large;133;Finance;Financials;27.21674877;-43.15068493;-14.34262948;19.21521036;18.87925284;213;60;98;34;84;812;730;251;2472;1499;#N/B;#N/B;#N/B;#N/B;3.7;06/21/2021
820;US5745991068;Masco Corp.;US;Large;133;Producer Manufacturing;Industrials;35.57692308;34.38914027;24.3660419;25.16411379;23.78426172;190;258;231;384;442;832;884;907;914;1131;#N/B;#N/B;#N/B;#N/B;2.3;06/21/2021
821;DE000A0HN5C6;DEUTSCHE WOHNEN;DE;Large;133;Finance;#N/B;34.79121463;32.13378493;29.09243186;23.96517271;31.28244138;58.017;65;63;40.7;33.2;2489.183;2598.2;2626.8;2101.8;2234.8;12.24202039;3.981500;5.189263;345892;2.7;06/21/2021
822;KYG8087W1015;SHENZHOU INTL.GP.HDG.;HK;Large;133;Consumer Non-Durables;#N/B;19.09837545;12.32987432;11.75568436;11.01715851;7.805463558;666.1411001;614.6656538;397.2776788;818.095794;544.275491;4253.570348;4940.461919;6023.214527;6311.296351;6187.230983;17.2242;8.140175;4.976483;583780.4;1.9;06/21/2021
823;US78467J1007;SS&C TECHNOLOGIES HOLDING;US;Large;133;Technology Services;#N/B;19.93692548;-16.34241245;17.5059952;17.52868159;19.41221964;8.809;67.6;143.4;222.7;277.4;163.616;282.7;125.1;531.7;775.8;#N/B;#N/B;#N/B;#N/B;2.1;06/21/2021
824;US2644115055;DUKE REALTY;US;Large;133;Finance;Real Estate;-0.197762497;-0.123003773;2.250915359;1.970128265;-1.718105647;0.6;21;3.7;7.8;-0.308;297.832;290.235;392.196;440.885;297.537;13.36504519;3.924298;4.836862;50196.54;2.5;06/21/2021
825;BMG0450A1053;Arch Capital Group Ltd.;US;Large;133;Finance;#N/B;3.887361429;20.74306778;14.31309671;9.03017089;7.816160396;50.621;51.781;-0.98;109.463;202.94;807.077;614.991;796.131;1725.438;1430.856;22.06332188;6.969478;13.120744;11789.14;3.5;06/21/2021
826;JE00B8KF9B49;WPP;GB;Large;132;Commercial Services;#N/B;21.1278318;9.87072853;20.86219542;22.9243081;#N/B;414.2;424.7;383.6;536;371.5;1840.7;1995.8;1227.1;1199.6;-2654.6;12.62243125;7.561506;5.015925;87419;4;06/21/2021
827;IL0011301780;WIX COM;US;Large;132;Technology Services;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;2.644;4.422;3.666;3.109;5.81;-43.789;-54.95;-33.913;-83.816;-150.165;#N/B;#N/B;#N/B;#N/B;#N/B;06/21/2021
828;KYG210961051;China Mengniu Dairy Co. Ltd.;CN;Large;132;Consumer Non-Durables;#N/B;#N/B;22.63968874;16.84525901;24.1149105;17.5176016;644.1900215;735.3477284;784.6817501;1122.401558;845.6860106;-539.0919446;3026.808131;4563.371555;6157.600775;4190.006482;39.2072625;15.835350;7.428262;1169600;1.7;06/21/2021
829;GB00B1YW4409;3I GROUP PLC.;GB;Large;132;Finance;#N/B;0.251889169;-0.196850394;1.680107527;-0.975609756;0.465116279;0;2;10;10;-10;794;1524;1488;1230;215;11.64181875;6.502763;5.031056;625.8;3.8;06/21/2021
830;US98936J1016;ZENDESK;US;Large;132;Technology Services;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;1.678;1.766;2.524;5.381;5.884;-102.806;-103.659;-143.191;-168.303;-212.417;#N/B;#N/B;#N/B;#N/B;2.7;06/21/2021
831;NL0010545661;CNH Industrial NV;IT;Large;132;Producer Manufacturing;#N/B;#N/B;69.34749621;28.44474761;-23.16239316;#N/B;104;224;355;208;159;-9;659;1466;1170;-505;16.115275;4.316637;6.517988;480682;#N/B;#N/B
832;GB00B5ZN1N88;SEGRO;GB;Large;131;Finance;#N/B;2.256079695;2.303616678;3.38496256;5.923594219;2.851091561;10.9;4.9;2.6;46.9;5.2;341.3;868.2;974.9;698.9;1227.6;10.18301683;2.560300;5.314294;25803.28;3.2;06/21/2021
833;US18915M1071;CLOUDFLARE A;US;Large;131;Technology Services;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;0.004;0.825;2.658;2.391;0.702;-17.265;-9.715;-86.087;-115.013;-134.973;#N/B;#N/B;#N/B;#N/B;#N/B;06/21/2021
834;CNE1000002L3;China Life Insurance Co 'H';CN;Large;131;Finance;#N/B;23.6670929;25.83120945;32.14054404;1.542380915;6.723435604;10902.51316;5157.757685;11833.8788;9792.50272;3666.611461;21016.34381;39813.78434;7315.187217;57416.99487;51860.69634;27.456225;10.839887;13.694437;142055.71;1.4;06/21/2021
835;MXP001691213;America Movil SAB de CV;MX;Large;131;Communications;#N/B;48.94808384;43.75284655;46.01981006;42.04976926;24.18162558;44525.073;23988.305;33713.753;42294.398;60715.663;23287.645;57005.459;100993.635;121364.597;67680.115;#N/B;#N/B;#N/B;#N/B;3.8;06/21/2021
836;SE0000242455;SWEDBANK;SE;Large;131;Finance;#N/B;19.7661313;21.96767214;21.05469362;19.96355623;23.77454007;3583;3714;6531;5981;4331;21294;23571;25524;23598;16198;24.75458125;10.022306;13.756900;19821;4.3;06/21/2021
837;US0536111091;Avery Dennison Corp.;US;Large;13;Process Industries;Materials;32.78138755;52.19677693;15.39293439;-22.7254509;24.10145124;106.1;125.6;153.5;155;203.4;477.1;589.5;554.8;249.5;737.3;17.67845625;1.927031;3.661200;474000;2.9;06/21/2021
838;US8793601050;TELEDYNE TECHS.;US;Large;13;Electronic Technology;Information Technology;20.88686283;20.83623693;15.25767961;15.07283091;14.43474558;24.6;28.2;57.1;103;66.4;241.3;287;393.9;473.7;469.7;38.34639375;18.794044;7.880175;73352.04;2.4;06/21/2021
839;US40131M1099;GUARDANT HEALTH;US;Large;13;Health Services;#N/B;#N/B;#N/B;#N/B;#N/B;#N/B;0.014;0.026;0.102;0.298;0.331;-46.133;-83.214;-84.225;-69.723;-245.904;#N/B;#N/B;#N/B;#N/B;2.2;06/21/2021
840;NL0010773842;NN GROUP;NL;Large;129;Finance;#N/B;25.13812155;18.44705882;45.28954192;24.53038674;19.85915493;197;124;55;-37;250;1086;2125;1157;1810;2130;15.23020625;7.977812;6.580156;8000;4.5;06/21/2021
841;US7547301090;RAYMOND JAMES FINL.;US;Large;129;Finance;Financials;33.41277231;31.15494117;34.78948591;24.8;22.24334601;303.793;349.009;231.136;390;246;811.944;927.978;1304.877;1375;1052;27.16015938;12.940500;12.298191;32675.2;2.5;06/21/2021
842;AU000000NCM7;Newcrest Mining Ltd.;AU;Large;129;Non-Energy Minerals;#N/B;26.04856512;33.95445135;35.54216867;32.0754717;34.24657534;38.47770269;45.08373993;89.05066089;230.7198356;420.6613269;622.5142614;640.4543055;428.4756437;1185.760125;1524.524383;28.90699909;7.271500;5.388562;2278764;3.7;06/21/2021
843;US9256521090;VICI PPTYS;US;Large;129;Finance;#N/B;#N/B;-4.458673422;0.270073731;0.306662398;0.092638113;#N/B;#N/B;1.375;2.59;0.561;0;42.636;533.558;555.986;897.039;#N/B;#N/B;#N/B;#N/B;2.2;06/21/2021
844;JP3758190007;NEXON;JP;Large;129;Technology Services;#N/B;56.57351878;19.25566112;12.31821123;7.159254887;49.04940134;15289;15202;18477;20540;17877;47022;69995;117444;121968;107406;#N/B;#N/B;#N/B;#N/B;1.1;06/21/2021
