Column1;ISIN;Country;year;str;PTI;TXT;CTP;cetr_5;diff_c;cetr_5_s;etr_5;diff_e;etr_5_s;ASSETS;LTD;RD;PTI_FOREIGN;ROA;FTSE_ESG_a;FTSE_ESG_sr;Sector
27;BE0003565737;BE;2011;0.3399;1107.017967;445.0323486;456.1581573;0.230771327;79.88275029;-0.109128673;0.244012122;68.75694157;-0.095887878;370468.6271;316.0187008;#N/B;#N/B;0.262617431;#N/B;#N/B;FINANCIAL
27;BE0003565737;BE;2012;0.3399;1231.806122;464.9779105;432.8661764;0.194649087;14.17527548;-0.145250913;0.222981412;46.28700963;-0.116918588;338733.8817;306.3349874;#N/B;#N/B;0.353672254;#N/B;#N/B;FINANCIAL
26;BE0003565737;BE;2013;0.3399;2227.743209;901.4527049;493.8739414;0.168799512;-263.3359753;-0.171100488;0.230744035;144.2427882;-0.109155965;328897.3625;283.2838983;#N/B;#N/B;0.677139871;#N/B;#N/B;FINANCIAL
25;BE0003565737;BE;2014;0.3399;3176.835735;872.8007991;539.8631083;0.161874079;-539.9433582;-0.168153668;0.207062812;-207.0056673;-0.122964935;296672.7955;268.3672234;#N/B;#N/B;0.989955772;3.7;84;FINANCIAL
24;BE0003565737;BE;2015;0.3399;2784.50016;-115.3277645;506.7768114;0.160090042;-439.6747932;-0.161418662;0.19382828;-1061.779369;-0.127680424;274134.3267;288.0146733;#N/B;#N/B;1.009386369;3.6;79;FINANCIAL
23;BE0003565737;BE;2016;0.3399;3388.28214;732.3025715;519.9127018;0.174110893;-631.7643975;-0.135473116;0.235512976;-419.3745278;-0.074071033;290267.1906;286.7488621;#N/B;#N/B;1.16120374;3.6;62;FINANCIAL
22;BE0003565737;BE;2017;0.3399;4123.728806;1231.704556;589.9097828;0.191458726;-811.7456386;-0.111457346;0.235648131;-169.9508653;-0.067267941;351044.2566;268.6273467;#N/B;#N/B;1.2883628;3.6;56;FINANCIAL
21;BE0003565737;BE;2018;0.2958;3886.095602;873.0147982;653.5813489;0.227546768;-495.92573;-0.061568678;0.206610925;-276.4922808;-0.08250452;324435.1072;256.9140602;#N/B;1589.122883;1.143452226;4.4;85;FINANCIAL
20;BE0003565737;BE;2019;0.2958;3479.743986;701.7688901;557.3858171;0.278255794;-471.9224541;-0.008084289;0.20168843;-327.539381;-0.084651653;326188.3809;220.2008332;#N/B;1465.096455;1.082522776;4.6;90;FINANCIAL
19;BE0003565737;BE;2020;0.25;2118.072574;463.9696113;638.3857059;0.486543493;108.8675624;0.208310199;0.194666678;-65.54853231;-0.083566616;392445.0855;292.5411882;#N/B;583.6669312;0.607851027;4.7;97;FINANCIAL
36;BE0003739530;BE;2011;0.3399;324.0391788;12.51653481;228.0790787;0.853609899;117.9381618;0.513709899;0.18043647;-97.62438209;-0.15946353;11911.82388;47.95640327;1081.984898;#N/B;2.568200606;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
36;BE0003739530;BE;2012;0.3399;337.8154433;44.95642781;231.2044859;0.785266671;116.3810167;0.445366671;0.238296334;-69.86704136;-0.101603666;12336.26904;55.48567435;1105.928124;#N/B;2.838180543;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
35;BE0003739530;BE;2013;0.3399;160.6417928;71.69137859;131.4341941;0.554050038;76.83204872;0.214150038;0.24409097;17.08923323;-0.09580903;13448.79154;73.21471508;1176.269656;#N/B;1.265888999;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
34;BE0003739530;BE;2014;0.3399;147.2353932;7.958669901;273.2476666;0.419492388;223.2023565;0.093584515;0.220504744;-42.08664024;-0.105403129;12279.58727;51.28531974;1230.940945;#N/B;1.115129596;3.4;77;DRUGS, COSMETICS & HEALTH CARE
33;BE0003739530;BE;2015;0.3399;472.4002662;123.0902102;367.052789;0.29984584;206.4839385;-0.01874309;0.210038305;-37.47864027;-0.108550625;11901.50297;46.55012089;1149.950883;#N/B;4.037149356;3.4;75;DRUGS, COSMETICS & HEALTH CARE
32;BE0003739530;BE;2016;0.3399;845.1346898;220.1332504;538.7180549;0.215133031;251.4567738;-0.08841807;0.19123326;-67.12803071;-0.112317841;10771.10665;28.67120344;1128.321183;#N/B;7.218442933;3.3;76;DRUGS, COSMETICS & HEALTH CARE
31;BE0003739530;BE;2017;0.3399;1114.39936;245.8897374;207.5399618;0.167980396;-171.2443807;-0.157909836;0.194154029;-132.8946052;-0.131736203;11908.33302;27.06003785;1192.226846;#N/B;9.816682399;3.1;65;DRUGS, COSMETICS & HEALTH CARE
30;BE0003739530;BE;2018;0.2958;1198.625723;235.9499454;198.1979542;0.169199437;-156.3555347;-0.162372791;0.178177329;-118.6035434;-0.153394899;12019.07881;23.75594295;1369.689433;#N/B;9.945670794;4;86;DRUGS, COSMETICS & HEALTH CARE
29;BE0003739530;BE;2019;0.2958;1075.597932;163.4102998;99.61312795;0.149003923;-218.5487404;-0.187451196;0.146681908;-154.7515685;-0.189773212;12438.42187;18.19860776;1423.684256;#N/B;8.900208382;3.5;76;DRUGS, COSMETICS & HEALTH CARE
28;BE0003739530;BE;2020;0.25;1000.897589;135.6569625;82.07816219;0.156162684;-168.146235;-0.182026848;0.155622418;-114.5674347;-0.182567114;16296.46194;37.7802228;1788.619951;#N/B;7.196721311;3.7;87;DRUGS, COSMETICS & HEALTH CARE
9;BE0974293251;BE;2011;0.3399;9192.000423;1856.000085;1694.000078;0.163731735;-1430.360866;-0.176168265;0.166182716;-1268.360858;-0.173717284;112426.9951;107.129521;0;#N/B;7.692760495;#N/B;#N/B;BEVERAGES
9;BE0974293251;BE;2012;0.3399;10381.00014;1680.000023;1792.000025;0.203609206;-1736.501924;-0.136290794;0.175762901;-1848.501926;-0.164137099;122621.0024;107.7440832;0;#N/B;8.99927878;#N/B;#N/B;BEVERAGES
8;BE0974293251;BE;2013;0.3399;18239.99981;2015.999979;2275.999977;0.20857585;-3923.77596;-0.13132415;0.179019615;-4183.775957;-0.160880385;144200.9951;97.5399583;0;#N/B;13.90179378;#N/B;#N/B;BEVERAGES
7;BE0974293251;BE;2014;0.3399;13791.99986;2498.999974;2370.999975;0.269910234;-2316.900776;-0.063131734;0.229741361;-2188.900777;-0.103300607;144887.9984;102.3012887;0;#N/B;9.267700237;3.5;87;BEVERAGES
6;BE0974293251;BE;2015;0.3399;12451.00017;2594.000036;2355.000033;0.29259228;-1877.094926;-0.028592119;0.241401755;-1638.094923;-0.079782645;136532.0019;117.3932648;0;#N/B;9.149960672;3.5;85;BEVERAGES
5;BE0974293251;BE;2016;0.3399;4317.999984;1612.999994;3255.999988;0.374305894;1788.311794;0.063092802;0.292064263;145.3117995;-0.019148829;261138.9915;172.0559582;0;#N/B;2.091500508;3.2;82;BEVERAGES
4;BE0974293251;BE;2017;0.3399;10645.00008;1920.000015;2141.000016;0.321528792;-1477.235511;0.0167048;0.278709878;-1698.235513;-0.026114114;248634.988;160.5001033;0;#N/B;4.151667847;3.3;76;BEVERAGES
3;BE0974293251;BE;2018;0.2958;7587.999837;2583.999944;3046.999934;0.350263952;802.4695827;0.068736959;0.311723275;339.4695927;0.030196283;235605.9942;173.2108242;0;#N/B;3.113500296;3.3;73;BEVERAGES
2;BE0974293251;BE;2019;0.2958;12623.99999;2785.999998;3135.999998;0.30796803;-598.1791995;0.039428005;0.28515523;-948.1791993;0.016615205;238278.9879;136.0793429;0;#N/B;5.391776319;3.5;76;BEVERAGES
1;BE0974293251;BE;2020;0.25;1923.000088;1932.000089;2306.000106;0.357956905;1825.250084;0.138665896;0.346504674;1451.250067;0.127213665;228180.9929;144.8959191;0;#N/B;0.846049559;3.4;66;BEVERAGES
144;CH0008742519;CH;2011;0.21174438;919.2631811;170.3174728;205.2833116;0.157452614;10.63449927;-0.054122247;0.190893492;-24.33133952;-0.020681369;20799.91487;200.9597378;0;#N/B;4.022208513;#N/B;#N/B;#N/B
144;CH0008742519;CH;2012;0.21174438;2346.014607;445.540257;202.5182986;0.153094309;-294.2371097;-0.05844881;0.191913502;-51.21515139;-0.019629616;21626.69994;181.7910448;0;#N/B;11.2164297;#N/B;#N/B;#N/B
143;CH0008742519;CH;2013;0.21148581;2156.263048;360.276067;299.8704989;0.16712466;-156.1485383;-0.04436115;0.193734521;-95.74297022;-0.017751289;23046.04487;144.7513812;0;#N/B;9.922565274;#N/B;#N/B;#N/B
142;CH0008742519;CH;2014;0.21148581;2252.536081;417.2981489;421.667763;0.170568217;-54.71165467;-0.040917593;0.201981343;-59.08126879;-0.009504467;21065.76744;155.4088742;0;#N/B;9.954620064;4.1;81;#N/B
141;CH0008742519;CH;2015;0.21148581;1807.079108;416.4590358;363.492924;0.174250497;-18.67866486;-0.037235313;0.174429743;34.28744692;-0.037056067;21127.87144;157.6856979;0;#N/B;8.269765452;3.6;66;#N/B
140;CH0008742519;CH;2016;0.21148581;2023.008062;391.8118975;332.9386072;0.168798062;-94.89889131;-0.042687748;0.15929483;-36.02560101;-0.05219098;21108.8696;125.4682223;0;#N/B;9.356148628;3.6;71;#N/B
139;CH0008742519;CH;2017;0.21148581;2002.515387;398.2679005;293.6209776;0.2008525;-129.8826111;-0.010798027;0.180113743;-25.23568825;-0.031536784;22635.19772;107.4451411;#N/B;#N/B;9.059569774;3.9;64;#N/B
138;CH0008742519;CH;2018;0.21148581;1952.665118;403.6120993;300.4100182;0.233805974;-112.550946;0.022107098;0.189237188;-9.34886492;-0.022461688;22911.34083;99.31898334;#N/B;#N/B;8.561060837;4;73;#N/B
137;CH0008742519;CH;2019;0.21148581;1762.960693;55.34408569;373.3210144;0.235047125;0.479844171;0.023412754;0.200850954;-317.4970845;-0.010783418;25039.49975;106.9319206;#N/B;#N/B;7.481903786;4;79;#N/B
136;CH0008742519;CH;2020;0.21148581;1912.394506;288.7236273;329.2088592;0.236521402;-75.23544188;0.024917652;0.214839796;-115.7206738;0.003236047;27447.25286;95.15279241;#N/B;#N/B;7.400688532;4;77;#N/B
108;CH0012032048;CH;2011;0.21174438;13391.91626;2640.484794;2925.851156;0.251410973;90.18815077;0.039825415;0.222035792;-195.178211;0.010450234;65849.6431;222.0173625;9044.872944;#N/B;19.36931058;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
108;CH0012032048;CH;2012;0.21174438;12960.10523;2663.64857;3548.333769;0.264857014;804.1043232;0.053322011;0.232675469;-80.58087605;0.021140466;70801.33207;169.4226264;9072.819778;#N/B;19.24135967;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
107;CH0012032048;CH;2013;0.21148581;15838.12423;3563.928519;3603.839341;0.27313078;254.3008099;0.06164497;0.246486581;214.3899881;0.035000771;69901.61355;96.62589406;9444.842044;#N/B;23.12738728;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
106;CH0012032048;CH;2014;0.21148581;13671.43019;3255.362523;3257.54733;0.275167884;366.2338418;0.063682074;0.248490844;364.0490347;0.037005034;76022.74378;131.2876544;10809.33294;#N/B;18.17627281;3.7;86;DRUGS, COSMETICS & HEALTH CARE
105;CH0012032048;CH;2015;0.21148581;12449.11337;3043.9936;3838.485277;0.267448088;1205.674452;0.055962278;0.22691984;411.1827755;0.01543403;75687.31023;110.8298775;9950.359156;#N/B;15.84502621;4;93;DRUGS, COSMETICS & HEALTH CARE
104;CH0012032048;CH;2016;0.21148581;13202.84288;3323.295732;3794.282054;0.238746101;1002.068134;0.027260291;0.207491282;531.0818114;-0.003994528;75583.21308;93.49253482;11705.6342;#N/B;17.04919322;4.1;94;DRUGS, COSMETICS & HEALTH CARE
103;CH0012032048;CH;2017;0.21148581;12445.87189;3477.732202;3971.50312;0.233728126;1339.377822;0.022227177;0.197937673;845.6069046;-0.013563276;78682.40186;71.70681896;11472.55391;#N/B;15.96143197;4.1;92;DRUGS, COSMETICS & HEALTH CARE
102;CH0012032048;CH;2018;0.21148581;14450.33496;3354.578537;3359.687551;0.225555158;303.6467573;0.01404087;0.181215413;298.5377434;-0.030298875;79648.0009;67.95308088;12355.63925;#N/B;18.22504881;4.4;97;DRUGS, COSMETICS & HEALTH CARE
101;CH0012032048;CH;2019;0.21148581;16733.03275;2521.677795;3565.165375;0.221291187;26.36639085;0.009770758;0.17777128;-1017.121188;-0.033749148;85806.78325;47.5829847;12853.91547;#N/B;20.57942676;4.5;98;DRUGS, COSMETICS & HEALTH CARE
100;CH0012032048;CH;2020;0.21148581;19140.99147;3086.46623;3447.637115;0.24800862;-600.4109709;0.036475091;0.215799485;-961.5818553;0.004265957;97446.68482;42.40664814;13859.79951;#N/B;21.23276743;4.5;97;DRUGS, COSMETICS & HEALTH CARE
63;CH0012138530;CH;2011;0.21174438;3903.766711;756.8412203;1239.595382;0.493782803;412.9947197;0.282163822;0.391938085;-69.7594417;0.180319104;1121981.629;1204.124844;#N/B;#N/B;0.334113188;#N/B;#N/B;FINANCIAL
63;CH0012138530;CH;2012;0.21174438;2324.696891;528.679348;1143.695444;0.917537886;651.4539425;0.705950015;0.752292105;36.4378461;0.540704234;1009755.82;931.066539;#N/B;#N/B;0.221034789;#N/B;#N/B;FINANCIAL
62;CH0012138530;CH;2013;0.21148581;4418.23584;1376.384017;898.5328258;0.892751363;-35.86135953;0.681265553;1.24139279;441.9898312;1.02990698;981397.6501;634.1310122;#N/B;#N/B;0.45584908;#N/B;#N/B;FINANCIAL
61;CH0012138530;CH;2014;0.21148581;3962.147607;1534.826961;1640.790104;1.042879782;802.8521076;0.831393972;1.518206524;696.8889651;1.306720714;927350.6689;743.4222799;#N/B;#N/B;0.404287431;3.3;72;FINANCIAL
60;CH0012138530;CH;2015;0.21148581;-2515.371034;543.1622835;1048.936723;0.710578733;1580.902004;0.499092923;1.243822718;1075.127564;1.032336908;819984.9883;681.4203957;#N/B;#N/B;-0.278028569;3.3;69;FINANCIAL
59;CH0012138530;CH;2016;0.21148581;-2300.118549;447.6400176;671.9675548;0.3026599;1158.409989;0.09117409;0.594165184;934.082452;0.382679374;806671.8997;709.0722486;#N/B;#N/B;-0.276229287;4.2;89;FINANCIAL
58;CH0012138530;CH;2017;0.21148581;1821.669249;2784.827335;548.6343527;0.241372322;163.377156;0.029867185;0.461491979;2399.570138;0.249986841;817125.7121;665.6102334;#N/B;57.91140389;0.221885345;4.2;87;FINANCIAL
57;CH0012138530;CH;2018;0.21148581;3445.518984;1390.673588;692.7822869;0.256423842;-35.89608639;0.044891556;0.320121604;661.9952144;0.108589318;779991.8777;586.8881198;#N/B;1479.57043;0.430870078;4.4;86;FINANCIAL
56;CH0012138530;CH;2019;0.21148581;4749.528809;1303.101654;733.5606995;0.283569096;-270.8972477;0.072032139;0.290277582;298.6437068;0.078740624;813027.3004;614.2860416;#N/B;#N/B;0.606601547;4.5;85;FINANCIAL
55;CH0012138530;CH;2020;0.21148581;3693.744708;853.3860719;806.508435;0.351668525;25.33384344;0.140119237;0.297369127;72.21148035;0.08581984;926483.3666;676.9548;#N/B;#N/B;0.431686028;4.5;93;FINANCIAL
90;CH0012214059;CH;2011;0.21174438;1107.627538;506.4406973;795.1908499;0.645447323;560.6569435;0.433850075;0.515050226;271.9067909;0.303452978;45507.43329;85.2228164;0;#N/B;2.262333982;#N/B;#N/B;CONSTRUCTION
90;CH0012214059;CH;2012;0.21174438;1497.569524;586.2371802;688.5622153;0.520012372;371.460285;0.308475961;0.451425737;269.1352499;0.239889326;45007.91999;81.51122468;0;#N/B;3.355143758;#N/B;#N/B;CONSTRUCTION
89;CH0012214059;CH;2013;0.21148581;2121.74558;573.8528972;710.8440963;0.905080596;262.1250136;0.693594786;0.739727007;125.1338145;0.528241197;42664.8676;72.23079297;0;#N/B;4.970811958;#N/B;#N/B;CONSTRUCTION
88;CH0012214059;CH;2014;0.21148581;2191.361483;635.7788551;730.8179623;0.973940534;267.376104;0.762454724;0.800611125;172.3369968;0.589125315;39742.36367;66.94779116;0;#N/B;5.181186559;2.9;81;CONSTRUCTION
87;CH0012214059;CH;2015;0.21148581;-873.4215688;811.1084961;976.2381387;0.856186646;1160.954407;0.644700836;0.74163359;995.824764;0.53014778;73224.77285;69.26510442;0;#N/B;-1.4912934;2.9;82;CONSTRUCTION
86;CH0012214059;CH;2016;0.21148581;2715.276751;847.572369;872.9487872;0.489891422;298.7062842;0.278405612;0.44115218;273.3298659;0.22966637;68497.07163;63.62663033;0;#N/B;3.743483889;3.2;85;CONSTRUCTION
85;CH0012214059;CH;2017;0.21148581;-1541.256135;544.5703945;884.9268911;0.566530014;1210.880693;0.355040184;0.497987388;870.5241967;0.286497558;65345.30581;66.57789614;0;#N/B;-2.276137318;3.3;91;CONSTRUCTION
84;CH0012214059;CH;2018;0.21148581;1891.356951;670.3026257;804.1587902;0.321373039;404.1636334;0.109881703;0.314676999;270.3074688;0.103185663;60554.87873;59.37975859;0;#N/B;3.000632224;3.7;95;CONSTRUCTION
83;CH0012214059;CH;2019;0.21148581;2776.26059;811.0424194;715.4480896;0.281691206;128.30837;0.07019808;0.297509179;223.9026999;0.086016053;60215.83001;49.59742351;0;#N/B;4.676073048;3.8;97;CONSTRUCTION
82;CH0012214059;CH;2020;0.21148581;2403.544292;763.8924015;761.7615998;0.297577539;253.4460882;0.086077647;0.294143434;255.5768899;0.082643542;60211.54836;52.75977139;0;#N/B;4.045403195;4.2;100;CONSTRUCTION
126;CH0012280076;CH;2011;0.21174438;87.33338599;7.506376037;16.03916863;0.206745565;-2.453185039;-0.004815912;0.149859103;-10.98597763;-0.061702374;867.5703311;0.044701528;44.00732794;#N/B;9.299783744;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
126;CH0012280076;CH;2012;0.21174438;67.0740605;20.97663219;24.69550769;0.18377019;10.49295233;-0.027741602;0.09599837;6.774076839;-0.115513422;848.7179676;0.00781176;#N/B;#N/B;7.924747141;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
125;CH0012280076;CH;2013;0.21148581;123.0213328;20.15927969;19.31036572;0.132983897;-6.706900498;-0.078501913;0.090161222;-5.857986532;-0.121324588;1146.612695;31.57258703;#N/B;#N/B;12.69599369;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
124;CH0012280076;CH;2014;0.21148581;154.1829268;21.407832;21.8721035;0.126184232;-10.73539766;-0.085301578;0.098476138;-11.19966916;-0.113009672;1168.199054;27.06708141;#N/B;#N/B;12.94562171;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
123;CH0012280076;CH;2015;0.21148581;96.03067631;9.021894373;27.17057679;0.115859234;6.861451427;-0.095626576;0.109420652;-11.28723099;-0.102065158;1082.813152;32.98841265;#N/B;#N/B;8.238690912;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
122;CH0012280076;CH;2016;0.21148581;227.1981176;-7.486043379;29.61935536;0.137901035;-18.42982257;-0.073584775;0.117315467;-55.53522131;-0.094170343;1114.79508;31.52816638;#N/B;#N/B;20.192718;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
121;CH0012280076;CH;2017;0.21148581;338.1457033;41.52044461;26.84345969;0.145056073;-44.66955828;-0.066484848;0.142008045;-29.99257335;-0.069532876;1783.834801;18.73031345;#N/B;#N/B;23.18225209;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
120;CH0012280076;CH;2018;0.21148581;343.7446742;49.69946556;40.78014907;0.185418493;-31.91697179;-0.026160774;0.160587802;-22.9976553;-0.050991465;1938.140579;16.81297068;#N/B;#N/B;18.4386481;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
119;CH0012280076;CH;2019;0.21148581;370.8104054;57.79935059;35.00060605;0.173894801;-43.4205329;-0.03767871;0.15192216;-20.62178836;-0.059651351;2542.007495;33.40887904;#N/B;#N/B;16.85683912;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
118;CH0012280076;CH;2020;0.21148581;123.0484699;23.05420875;61.22432461;0.157687497;35.20131928;-0.053881313;0.142498282;-2.968796571;-0.069070528;2962.593937;60.73169618;#N/B;#N/B;4.546744724;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
117;CH0012549785;CH;2011;0.21174438;318.478379;40.11887525;52.89825292;0.121191859;-14.53775399;-0.090363586;0.136359678;-27.31713166;-0.075195767;2530.510426;15.48823879;135.7424657;#N/B;12.59464893;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
117;CH0012549785;CH;2012;0.21174438;155.6193946;39.97133212;53.31035003;0.10578887;20.3588178;-0.105718519;0.140429311;7.019799883;-0.071078079;2830.274176;14.19857306;125.0263119;#N/B;5.892845208;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
116;CH0012549785;CH;2013;0.21148581;429.8332442;51.41149346;40.63486186;0.087358586;-50.26876995;-0.124127224;0.134391374;-39.49213835;-0.077094436;2936.263033;4.58485927;140.9110213;#N/B;14.96415291;#N/B;#N/B;DRUGS, COSMETICS & HEALTH CARE
115;CH0012549785;CH;2014;0.21148581;449.9807437;55.9083861;24.83037205;0.094051962;-70.33417001;-0.117433848;0.136497771;-39.25615596;-0.074988039;2771.163445;0.441474415;140.7326785;#N/B;15.83735055;3;64;DRUGS, COSMETICS & HEALTH CARE
114;CH0012549785;CH;2015;0.21148581;406.5220318;52.64209812;41.67640771;0.10708528;-44.29723347;-0.10440053;0.115053141;-33.33154307;-0.096432669;2873.29503;1.153887837;133.8897641;#N/B;14.53126648;3.7;84;DRUGS, COSMETICS & HEALTH CARE
113;CH0012549785;CH;2016;0.21148581;422.7240621;61.92234346;36.81034376;0.112884483;-52.58979692;-0.098601327;0.090404083;-27.47779722;-0.121081727;3931.944706;37.00960723;138.8592325;#N/B;12.48553413;3.5;84;DRUGS, COSMETICS & HEALTH CARE
112;CH0012549785;CH;2017;0.21148581;490.1591572;73.6717735;48.16869806;0.163613237;-55.49300834;-0.047932228;0.052804556;-29.9899329;-0.158740909;4492.529299;30.97430714;147.2291834;#N/B;11.5504431;3.5;78;DRUGS, COSMETICS & HEALTH CARE
111;CH0012549785;CH;2018;0.21148581;532.5230232;70.06084893;65.01323733;0.241794985;-47.60782557;0.030219422;0.086238341;-42.56021398;-0.125337222;4310.171762;25.90704393;150.8226344;#N/B;12.27532376;4.1;92;DRUGS, COSMETICS & HEALTH CARE
110;CH0012549785;CH;2019;0.21148581;506.7261457;13.07353456;60.90848272;0.227131308;-46.25690666;0.015571274;0.124139412;-94.09185482;-0.087420622;4636.969769;52.62032617;169.2465327;#N/B;11.390819;3.6;80;DRUGS, COSMETICS & HEALTH CARE
109;CH0012549785;CH;2020;0.21148581;648.2269079;16.35459701;82.63945376;0.224614115;-54.45133893;0.01306596;0.15771372;-120.7361957;-0.053834435;6296.127303;66.73216885;221.8159912;#N/B;11.49623995;3.7;84;DRUGS, COSMETICS & HEALTH CARE
135;CH0014852781;CH;2011;0.21174438;653.0716342;-23.68653595;206.4112419;0.221178679;68.12699362;0.009638649;0.203734095;-161.9707842;-0.007805935;162009.4141;33.83368029;#N/B;#N/B;0.3882011;#N/B;#N/B;FINANCIAL
135;CH0014852781;CH;2012;0.21174438;244.0878441;147.0922379;209.9794991;0.19715229;158.2952699;-0.014346534;0.245117203;95.40800873;0.033618379;179266.9452;33.13574392;#N/B;#N/B;0.145126384;#N/B;#N/B;FINANCIAL
134;CH0014852781;CH;2013;0.21148581;1073.277505;235.1502473;149.9352494;0.159039259;-77.04771306;-0.052446551;0.227731045;8.167284827;0.016245235;191302.6368;46.57350475;#N/B;#N/B;0.595403723;#N/B;#N/B;FINANCIAL
133;CH0014852781;CH;2014;0.21148581;1102.235163;211.926285;186.8010038;0.162144295;-46.30609241;-0.049341515;0.229017748;-21.1808112;0.017531938;194243.4442;47.65190122;#N/B;#N/B;0.555700891;2.5;68;FINANCIAL
132;CH0014852781;CH;2015;0.21148581;1205.757956;301.1798513;193.1705253;0.155590461;-61.83017276;-0.055895349;0.231214906;46.17915322;0.019729096;189284.7091;49.24858339;#N/B;#N/B;0.607084218;2.5;63;FINANCIAL
131;CH0014852781;CH;2016;0.21148581;1224.158416;293.3513948;216.2070833;0.168001531;-42.68505074;-0.043484279;0.226416429;34.45926069;0.014930619;196960.6891;44.73163945;#N/B;#N/B;0.619009123;2.4;42;FINANCIAL
130;CH0014852781;CH;2017;0.21148581;1338.058227;311.9087894;199.1339502;0.166031935;-83.84637769;-0.045457931;0.223489446;28.92846147;0.01199958;218561.3153;34.81768312;#N/B;#N/B;0.637511527;3.1;58;FINANCIAL
129;CH0014852781;CH;2018;0.21148581;1427.458488;323.9114822;225.818415;0.184768783;-76.0687995;-0.026707113;0.227733715;22.02426767;0.016257818;216273.0757;42.59743837;#N/B;#N/B;0.655576151;3.1;47;FINANCIAL
128;CH0014852781;CH;2019;0.21148581;1531.52179;325.0207214;212.3200378;0.19616526;-111.5750884;-0.015305984;0.223137983;1.12559524;0.011666739;235772.1857;62.53768844;#N/B;#N/B;0.689448984;4.3;82;FINANCIAL
127;CH0014852781;CH;2020;0.21148581;1429.767926;319.6202517;314.2932475;0.242161389;11.91761957;0.030703543;0.214605668;17.24462377;0.003147822;268999.3686;76.7811287;#N/B;#N/B;0.575851978;4.1;78;FINANCIAL
99;CH0025751329;CH;2011;0.21174438;91.27700192;19.81900042;14.4220003;0.300150945;-4.905391876;0.088874553;0.025244148;0.491608237;-0.186032245;1856.493877;0;162.3310034;#N/B;4.760363084;#N/B;#N/B;ELECTRONICS
99;CH0025751329;CH;2012;0.21174438;-253.3279969;-25.80999968;14.10799983;0.17590288;67.74877947;-0.035380634;-0.017464593;27.83077996;-0.228748107;1382.377425;0;155.0119981;#N/B;-15.95239469;#N/B;#N/B;ELECTRONICS
98;CH0025751329;CH;2013;0.21148581;77.58199855;3.277999939;9.188999829;#N/B;-7.218491977;#N/B;0.05421113;-13.12949187;-0.15727468;1451.389972;0;139.3849974;#N/B;5.497359924;#N/B;#N/B;ELECTRONICS
97;CH0025751329;CH;2014;0.21148581;153.0829902;4.653999702;10.83799931;#N/B;-21.53688087;#N/B;0.05400113;-27.72088048;-0.15748468;1426.680028;0;108.3059931;#N/B;10.67419682;#N/B;#N/B;ELECTRONICS
96;CH0025751329;CH;2015;0.21148581;131.4719956;3.109999896;11.49899962;#N/B;-16.30546187;#N/B;-0.064632915;-24.69446159;-0.276118725;1324.146993;0;113.6239962;#N/B;9.639211048;#N/B;#N/B;ELECTRONICS
95;CH0025751329;CH;2016;0.21148581;214.9890006;9.113000027;11.32300003;#N/B;-34.14412291;#N/B;0.055623592;-36.35412291;-0.155862218;1498.67702;0;130.5250004;53.44500016;15.33994646;#N/B;#N/B;ELECTRONICS
94;CH0025751329;CH;2017;0.21148581;232.2650103;23.72300106;#N/B;#N/B;#N/B;#N/B;0.071962924;-25.39775279;-0.139574974;1743.184577;0;143.7600064;#N/B;14.22588061;#N/B;#N/B;ELECTRONICS
93;CH0025751329;CH;2018;0.21148581;271.132984;13.5599992;15.31199909;0.064573515;-42.02877964;-0.147005172;0.080930495;-43.78077953;-0.130648192;2024.124027;0;161.2299905;#N/B;14.57640475;3.6;65;ELECTRONICS
92;CH0025751329;CH;2019;0.21148581;324.3259948;-125.396998;20.85099967;0.073727141;-47.73934605;-0.137843054;0.094000159;-193.9873437;-0.117570036;2363.474053;2.046710196;177.5929972;#N/B;14.87568703;3;45;ELECTRONICS
91;CH0025751329;CH;2020;0.21148581;1148.11998;200.8629965;23.0409996;0.081970921;-219.7700844;-0.129591496;0.148716874;-41.94808745;-0.062845544;4142.378148;1.5218042;226.0229961;#N/B;34.27583966;3;47;ELECTRONICS
72;CH0030170408;CH;2011;0.21174438;498.4323923;65.30716342;54.14065361;0.126013016;-51.39960427;-0.085568382;0.130170756;-40.23309446;-0.081410642;2270.024643;5.32581895;0;#N/B;20.21315525;#N/B;#N/B;CONSTRUCTION
